KEY,FREQ,ADJUSTMENT,REF_AREA,COUNTERPART_AREA,REF_SECTOR,COUNTERPART_SECTOR,FLOW_STOCK_ENTRY,ACCOUNTING_ENTRY,INT_ACC_ITEM,FUNCTIONAL_CAT,INSTR_ASSET,MATURITY,UNIT_MEASURE,CURRENCY_DENOM,VALUATION,COMP_METHOD,TIME_PERIOD,OBS_VALUE,OBS_STATUS,CONF_STATUS,PRE_BREAK_VALUE,COMMENT_OBS,TIME_FORMAT,COMMENT_TS,COMPILING_ORG,DATA_COMP,DECIMALS,DISS_ORG,REF_PERIOD_DETAIL,TIME_PER_COLLECT,TITLE,TITLE_COMPL,UNIT_MULT
BP6.Q.N.I8.CN.S1.S1.LE.L.FA.P.F._Z.EUR._T.M.N,Q,N,I8,CN,S1,S1,LE,L,FA,P,F,_Z,EUR,_T,M,N,2010-Q3,708857.3453327911,E,F,,,P3M,- Quarterly- Neither seasonally adjusted nor calendar adjusted data- Euro area 19 (fixed composition) as of 1 January 2015 vis-a-vis China- sector: Total economy vis-a-vis Total economy- Closing balance sheet/Positions/Stocks- Liabilities (Net Incurrence of)- Financial account- Portfolio Investment- Total financial assets/liabilities- Euro- All currencies- Market value- Compilation methodology based on international standards,4F0,,0,,,E,"Portfolio Investment, Total financial assets/liabilities",,6
BP6.Q.N.I8.CN.S1.S1.LE.L.FA.P.F._Z.EUR._T.M.N,Q,N,I8,CN,S1,S1,LE,L,FA,P,F,_Z,EUR,_T,M,N,2010-Q4,739257.2419681866,E,F,,,P3M,- Quarterly- Neither seasonally adjusted nor calendar adjusted data- Euro area 19 (fixed composition) as of 1 January 2015 vis-a-vis China- sector: Total economy vis-a-vis Total economy- Closing balance sheet/Positions/Stocks- Liabilities (Net Incurrence of)- Financial account- Portfolio Investment- Total financial assets/liabilities- Euro- All currencies- Market value- Compilation methodology based on international standards,4F0,,0,,,E,"Portfolio Investment, Total financial assets/liabilities",,6
BP6.Q.N.I8.CN.S1.S1.LE.L.FA.P.F._Z.EUR._T.M.N,Q,N,I8,CN,S1,S1,LE,L,FA,P,F,_Z,EUR,_T,M,N,2011-Q1,750491.4008079258,E,F,,,P3M,- Quarterly- Neither seasonally adjusted nor calendar adjusted data- Euro area 19 (fixed composition) as of 1 January 2015 vis-a-vis China- sector: Total economy vis-a-vis Total economy- Closing balance sheet/Positions/Stocks- Liabilities (Net Incurrence of)- Financial account- Portfolio Investment- Total financial assets/liabilities- Euro- All currencies- Market value- Compilation methodology based on international standards,4F0,,0,,,E,"Portfolio Investment, Total financial assets/liabilities",,6
BP6.Q.N.I8.CN.S1.S1.LE.L.FA.P.F._Z.EUR._T.M.N,Q,N,I8,CN,S1,S1,LE,L,FA,P,F,_Z,EUR,_T,M,N,2011-Q2,785495.5785563372,E,F,,,P3M,- Quarterly- Neither seasonally adjusted nor calendar adjusted data- Euro area 19 (fixed composition) as of 1 January 2015 vis-a-vis China- sector: Total economy vis-a-vis Total economy- Closing balance sheet/Positions/Stocks- Liabilities (Net Incurrence of)- Financial account- Portfolio Investment- Total financial assets/liabilities- Euro- All currencies- Market value- Compilation methodology based on international standards,4F0,,0,,,E,"Portfolio Investment, Total financial assets/liabilities",,6
BP6.Q.N.I8.CN.S1.S1.LE.L.FA.P.F._Z.EUR._T.M.N,Q,N,I8,CN,S1,S1,LE,L,FA,P,F,_Z,EUR,_T,M,N,2011-Q3,805938.5637498065,E,F,,,P3M,- Quarterly- Neither seasonally adjusted nor calendar adjusted data- Euro area 19 (fixed composition) as of 1 January 2015 vis-a-vis China- sector: Total economy vis-a-vis Total economy- Closing balance sheet/Positions/Stocks- Liabilities (Net Incurrence of)- Financial account- Portfolio Investment- Total financial assets/liabilities- Euro- All currencies- Market value- Compilation methodology based on international standards,4F0,,0,,,E,"Portfolio Investment, Total financial assets/liabilities",,6
BP6.Q.N.I8.CN.S1.S1.LE.L.FA.P.F._Z.EUR._T.M.N,Q,N,I8,CN,S1,S1,LE,L,FA,P,F,_Z,EUR,_T,M,N,2011-Q4,810946.7936850087,E,F,,,P3M,- Quarterly- Neither seasonally adjusted nor calendar adjusted data- Euro area 19 (fixed composition) as of 1 January 2015 vis-a-vis China- sector: Total economy vis-a-vis Total economy- Closing balance sheet/Positions/Stocks- Liabilities (Net Incurrence of)- Financial account- Portfolio Investment- Total financial assets/liabilities- Euro- All currencies- Market value- Compilation methodology based on international standards,4F0,,0,,,E,"Portfolio Investment, Total financial assets/liabilities",,6
BP6.Q.N.I8.CN.S1.S1.LE.L.FA.P.F._Z.EUR._T.M.N,Q,N,I8,CN,S1,S1,LE,L,FA,P,F,_Z,EUR,_T,M,N,2012-Q1,823989.4518767549,E,F,,,P3M,- Quarterly- Neither seasonally adjusted nor calendar adjusted data- Euro area 19 (fixed composition) as of 1 January 2015 vis-a-vis China- sector: Total economy vis-a-vis Total economy- Closing balance sheet/Positions/Stocks- Liabilities (Net Incurrence of)- Financial account- Portfolio Investment- Total financial assets/liabilities- Euro- All currencies- Market value- Compilation methodology based on international standards,4F0,,0,,,E,"Portfolio Investment, Total financial assets/liabilities",,6
BP6.Q.N.I8.CN.S1.S1.LE.L.FA.P.F._Z.EUR._T.M.N,Q,N,I8,CN,S1,S1,LE,L,FA,P,F,_Z,EUR,_T,M,N,2012-Q2,862096.2641336556,E,F,,,P3M,- Quarterly- Neither seasonally adjusted nor calendar adjusted data- Euro area 19 (fixed composition) as of 1 January 2015 vis-a-vis China- sector: Total economy vis-a-vis Total economy- Closing balance sheet/Positions/Stocks- Liabilities (Net Incurrence of)- Financial account- Portfolio Investment- Total financial assets/liabilities- Euro- All currencies- Market value- Compilation methodology based on international standards,4F0,,0,,,E,"Portfolio Investment, Total financial assets/liabilities",,6
BP6.Q.N.I8.CN.S1.S1.LE.L.FA.P.F._Z.EUR._T.M.N,Q,N,I8,CN,S1,S1,LE,L,FA,P,F,_Z,EUR,_T,M,N,2012-Q3,835826.6795396679,E,F,,,P3M,- Quarterly- Neither seasonally adjusted nor calendar adjusted data- Euro area 19 (fixed composition) as of 1 January 2015 vis-a-vis China- sector: Total economy vis-a-vis Total economy- Closing balance sheet/Positions/Stocks- Liabilities (Net Incurrence of)- Financial account- Portfolio Investment- Total financial assets/liabilities- Euro- All currencies- Market value- Compilation methodology based on international standards,4F0,,0,,,E,"Portfolio Investment, Total financial assets/liabilities",,6
BP6.Q.N.I8.CN.S1.S1.LE.L.FA.P.F._Z.EUR._T.M.N,Q,N,I8,CN,S1,S1,LE,L,FA,P,F,_Z,EUR,_T,M,N,2012-Q4,836535.3485432683,E,F,,,P3M,- Quarterly- Neither seasonally adjusted nor calendar adjusted data- Euro area 19 (fixed composition) as of 1 January 2015 vis-a-vis China- sector: Total economy vis-a-vis Total economy- Closing balance sheet/Positions/Stocks- Liabilities (Net Incurrence of)- Financial account- Portfolio Investment- Total financial assets/liabilities- Euro- All currencies- Market value- Compilation methodology based on international standards,4F0,,0,,,E,"Portfolio Investment, Total financial assets/liabilities",,6
BP6.Q.N.I8.CN.S1.S1.LE.L.FA.P.F._Z.EUR._T.M.N,Q,N,I8,CN,S1,S1,LE,L,FA,P,F,_Z,EUR,_T,M,N,2013-Q1,878371.2487480667,E,F,,,P3M,- Quarterly- Neither seasonally adjusted nor calendar adjusted data- Euro area 19 (fixed composition) as of 1 January 2015 vis-a-vis China- sector: Total economy vis-a-vis Total economy- Closing balance sheet/Positions/Stocks- Liabilities (Net Incurrence of)- Financial account- Portfolio Investment- Total financial assets/liabilities- Euro- All currencies- Market value- Compilation methodology based on international standards,4F0,,0,,,E,"Portfolio Investment, Total financial assets/liabilities",,6
BP6.Q.N.I8.CN.S1.S1.LE.L.FA.P.F._Z.EUR._T.M.N,Q,N,I8,CN,S1,S1,LE,L,FA,P,F,_Z,EUR,_T,M,N,2013-Q2,879897.2617365399,E,F,,,P3M,- Quarterly- Neither seasonally adjusted nor calendar adjusted data- Euro area 19 (fixed composition) as of 1 January 2015 vis-a-vis China- sector: Total economy vis-a-vis Total economy- Closing balance sheet/Positions/Stocks- Liabilities (Net Incurrence of)- Financial account- Portfolio Investment- Total financial assets/liabilities- Euro- All currencies- Market value- Compilation methodology based on international standards,4F0,,0,,,E,"Portfolio Investment, Total financial assets/liabilities",,6
BP6.Q.N.I8.CN.S1.S1.LE.L.FA.P.F._Z.EUR._T.M.N,Q,N,I8,CN,S1,S1,LE,L,FA,P,F,_Z,EUR,_T,M,N,2013-Q3,897899.5742628428,E,F,,,P3M,- Quarterly- Neither seasonally adjusted nor calendar adjusted data- Euro area 19 (fixed composition) as of 1 January 2015 vis-a-vis China- sector: Total economy vis-a-vis Total economy- Closing balance sheet/Positions/Stocks- Liabilities (Net Incurrence of)- Financial account- Portfolio Investment- Total financial assets/liabilities- Euro- All currencies- Market value- Compilation methodology based on international standards,4F0,,0,,,E,"Portfolio Investment, Total financial assets/liabilities",,6
BP6.Q.N.I8.CN.S1.S1.LE.L.FA.P.F._Z.EUR._T.M.N,Q,N,I8,CN,S1,S1,LE,L,FA,P,F,_Z,EUR,_T,M,N,2013-Q4,893940.7944770926,E,F,,,P3M,- Quarterly- Neither seasonally adjusted nor calendar adjusted data- Euro area 19 (fixed composition) as of 1 January 2015 vis-a-vis China- sector: Total economy vis-a-vis Total economy- Closing balance sheet/Positions/Stocks- Liabilities (Net Incurrence of)- Financial account- Portfolio Investment- Total financial assets/liabilities- Euro- All currencies- Market value- Compilation methodology based on international standards,4F0,,0,,,E,"Portfolio Investment, Total financial assets/liabilities",,6
BP6.Q.N.I8.CN.S1.S1.LE.L.FA.P.F._Z.EUR._T.M.N,Q,N,I8,CN,S1,S1,LE,L,FA,P,F,_Z,EUR,_T,M,N,2014-Q1,913139.507214905,E,F,,,P3M,- Quarterly- Neither seasonally adjusted nor calendar adjusted data- Euro area 19 (fixed composition) as of 1 January 2015 vis-a-vis China- sector: Total economy vis-a-vis Total economy- Closing balance sheet/Positions/Stocks- Liabilities (Net Incurrence of)- Financial account- Portfolio Investment- Total financial assets/liabilities- Euro- All currencies- Market value- Compilation methodology based on international standards,4F0,,0,,,E,"Portfolio Investment, Total financial assets/liabilities",,6
BP6.Q.N.I8.CN.S1.S1.LE.L.FA.P.F._Z.EUR._T.M.N,Q,N,I8,CN,S1,S1,LE,L,FA,P,F,_Z,EUR,_T,M,N,2014-Q2,918055.7094334984,E,F,,,P3M,- Quarterly- Neither seasonally adjusted nor calendar adjusted data- Euro area 19 (fixed composition) as of 1 January 2015 vis-a-vis China- sector: Total economy vis-a-vis Total economy- Closing balance sheet/Positions/Stocks- Liabilities (Net Incurrence of)- Financial account- Portfolio Investment- Total financial assets/liabilities- Euro- All currencies- Market value- Compilation methodology based on international standards,4F0,,0,,,E,"Portfolio Investment, Total financial assets/liabilities",,6
BP6.Q.N.I8.CN.S1.S1.LE.L.FA.P.F._Z.EUR._T.M.N,Q,N,I8,CN,S1,S1,LE,L,FA,P,F,_Z,EUR,_T,M,N,2014-Q3,944569.0370729644,E,F,,,P3M,- Quarterly- Neither seasonally adjusted nor calendar adjusted data- Euro area 19 (fixed composition) as of 1 January 2015 vis-a-vis China- sector: Total economy vis-a-vis Total economy- Closing balance sheet/Positions/Stocks- Liabilities (Net Incurrence of)- Financial account- Portfolio Investment- Total financial assets/liabilities- Euro- All currencies- Market value- Compilation methodology based on international standards,4F0,,0,,,E,"Portfolio Investment, Total financial assets/liabilities",,6
BP6.Q.N.I8.CN.S1.S1.LE.L.FA.P.F._Z.EUR._T.M.N,Q,N,I8,CN,S1,S1,LE,L,FA,P,F,_Z,EUR,_T,M,N,2014-Q4,959938.60478702,E,F,,,P3M,- Quarterly- Neither seasonally adjusted nor calendar adjusted data- Euro area 19 (fixed composition) as of 1 January 2015 vis-a-vis China- sector: Total economy vis-a-vis Total economy- Closing balance sheet/Positions/Stocks- Liabilities (Net Incurrence of)- Financial account- Portfolio Investment- Total financial assets/liabilities- Euro- All currencies- Market value- Compilation methodology based on international standards,4F0,,0,,,E,"Portfolio Investment, Total financial assets/liabilities",,6
BP6.Q.N.I8.CN.S1.S1.LE.L.FA.P.F._Z.EUR._T.M.N,Q,N,I8,CN,S1,S1,LE,L,FA,P,F,_Z,EUR,_T,M,N,2015-Q1,970917.3795600715,E,F,,,P3M,- Quarterly- Neither seasonally adjusted nor calendar adjusted data- Euro area 19 (fixed composition) as of 1 January 2015 vis-a-vis China- sector: Total economy vis-a-vis Total economy- Closing balance sheet/Positions/Stocks- Liabilities (Net Incurrence of)- Financial account- Portfolio Investment- Total financial assets/liabilities- Euro- All currencies- Market value- Compilation methodology based on international standards,4F0,,0,,,E,"Portfolio Investment, Total financial assets/liabilities",,6
BP6.Q.N.I8.CN.S1.S1.LE.L.FA.P.F._Z.EUR._T.M.N,Q,N,I8,CN,S1,S1,LE,L,FA,P,F,_Z,EUR,_T,M,N,2015-Q2,962515.7779230641,E,F,,,P3M,- Quarterly- Neither seasonally adjusted nor calendar adjusted data- Euro area 19 (fixed composition) as of 1 January 2015 vis-a-vis China- sector: Total economy vis-a-vis Total economy- Closing balance sheet/Positions/Stocks- Liabilities (Net Incurrence of)- Financial account- Portfolio Investment- Total financial assets/liabilities- Euro- All currencies- Market value- Compilation methodology based on international standards,4F0,,0,,,E,"Portfolio Investment, Total financial assets/liabilities",,6
BP6.Q.N.I8.CN.S1.S1.LE.L.FA.P.F._Z.EUR._T.M.N,Q,N,I8,CN,S1,S1,LE,L,FA,P,F,_Z,EUR,_T,M,N,2015-Q3,892679.6429498836,E,F,,,P3M,- Quarterly- Neither seasonally adjusted nor calendar adjusted data- Euro area 19 (fixed composition) as of 1 January 2015 vis-a-vis China- sector: Total economy vis-a-vis Total economy- Closing balance sheet/Positions/Stocks- Liabilities (Net Incurrence of)- Financial account- Portfolio Investment- Total financial assets/liabilities- Euro- All currencies- Market value- Compilation methodology based on international standards,4F0,,0,,,E,"Portfolio Investment, Total financial assets/liabilities",,6
BP6.Q.N.I8.CN.S1.S1.LE.L.FA.P.F._Z.EUR._T.M.N,Q,N,I8,CN,S1,S1,LE,L,FA,P,F,_Z,EUR,_T,M,N,2015-Q4,873835.122996415,E,F,,,P3M,- Quarterly- Neither seasonally adjusted nor calendar adjusted data- Euro area 19 (fixed composition) as of 1 January 2015 vis-a-vis China- sector: Total economy vis-a-vis Total economy- Closing balance sheet/Positions/Stocks- Liabilities (Net Incurrence of)- Financial account- Portfolio Investment- Total financial assets/liabilities- Euro- All currencies- Market value- Compilation methodology based on international standards,4F0,,0,,,E,"Portfolio Investment, Total financial assets/liabilities",,6
BP6.Q.N.I8.CN.S1.S1.LE.L.FA.P.F._Z.EUR._T.M.N,Q,N,I8,CN,S1,S1,LE,L,FA,P,F,_Z,EUR,_T,M,N,2016-Q1,825677.7477096957,E,F,,,P3M,- Quarterly- Neither seasonally adjusted nor calendar adjusted data- Euro area 19 (fixed composition) as of 1 January 2015 vis-a-vis China- sector: Total economy vis-a-vis Total economy- Closing balance sheet/Positions/Stocks- Liabilities (Net Incurrence of)- Financial account- Portfolio Investment- Total financial assets/liabilities- Euro- All currencies- Market value- Compilation methodology based on international standards,4F0,,0,,,E,"Portfolio Investment, Total financial assets/liabilities",,6
BP6.Q.N.I8.CN.S1.S1.LE.L.FA.P.F._Z.EUR._T.M.N,Q,N,I8,CN,S1,S1,LE,L,FA,P,F,_Z,EUR,_T,M,N,2016-Q2,849995.8464190756,E,F,,,P3M,- Quarterly- Neither seasonally adjusted nor calendar adjusted data- Euro area 19 (fixed composition) as of 1 January 2015 vis-a-vis China- sector: Total economy vis-a-vis Total economy- Closing balance sheet/Positions/Stocks- Liabilities (Net Incurrence of)- Financial account- Portfolio Investment- Total financial assets/liabilities- Euro- All currencies- Market value- Compilation methodology based on international standards,4F0,,0,,,E,"Portfolio Investment, Total financial assets/liabilities",,6
BP6.Q.N.I8.CN.S1.S1.LE.L.FA.P.F._Z.EUR._T.M.N,Q,N,I8,CN,S1,S1,LE,L,FA,P,F,_Z,EUR,_T,M,N,2016-Q3,847929.8337172298,E,F,,,P3M,- Quarterly- Neither seasonally adjusted nor calendar adjusted data- Euro area 19 (fixed composition) as of 1 January 2015 vis-a-vis China- sector: Total economy vis-a-vis Total economy- Closing balance sheet/Positions/Stocks- Liabilities (Net Incurrence of)- Financial account- Portfolio Investment- Total financial assets/liabilities- Euro- All currencies- Market value- Compilation methodology based on international standards,4F0,,0,,,E,"Portfolio Investment, Total financial assets/liabilities",,6
BP6.Q.N.I8.CN.S1.S1.LE.L.FA.P.F._Z.EUR._T.M.N,Q,N,I8,CN,S1,S1,LE,L,FA,P,F,_Z,EUR,_T,M,N,2016-Q4,828857.4685767554,E,F,,,P3M,- Quarterly- Neither seasonally adjusted nor calendar adjusted data- Euro area 19 (fixed composition) as of 1 January 2015 vis-a-vis China- sector: Total economy vis-a-vis Total economy- Closing balance sheet/Positions/Stocks- Liabilities (Net Incurrence of)- Financial account- Portfolio Investment- Total financial assets/liabilities- Euro- All currencies- Market value- Compilation methodology based on international standards,4F0,,0,,,E,"Portfolio Investment, Total financial assets/liabilities",,6
BP6.Q.N.I8.CN.S1.S1.LE.L.FA.P.F._Z.EUR._T.M.N,Q,N,I8,CN,S1,S1,LE,L,FA,P,F,_Z,EUR,_T,M,N,2017-Q1,817048.7970301178,E,F,,,P3M,- Quarterly- Neither seasonally adjusted nor calendar adjusted data- Euro area 19 (fixed composition) as of 1 January 2015 vis-a-vis China- sector: Total economy vis-a-vis Total economy- Closing balance sheet/Positions/Stocks- Liabilities (Net Incurrence of)- Financial account- Portfolio Investment- Total financial assets/liabilities- Euro- All currencies- Market value- Compilation methodology based on international standards,4F0,,0,,,E,"Portfolio Investment, Total financial assets/liabilities",,6
BP6.Q.N.I8.CN.S1.S1.LE.L.FA.P.F._Z.EUR._T.M.N,Q,N,I8,CN,S1,S1,LE,L,FA,P,F,_Z,EUR,_T,M,N,2017-Q2,811197.7291222881,E,F,,,P3M,- Quarterly- Neither seasonally adjusted nor calendar adjusted data- Euro area 19 (fixed composition) as of 1 January 2015 vis-a-vis China- sector: Total economy vis-a-vis Total economy- Closing balance sheet/Positions/Stocks- Liabilities (Net Incurrence of)- Financial account- Portfolio Investment- Total financial assets/liabilities- Euro- All currencies- Market value- Compilation methodology based on international standards,4F0,,0,,,E,"Portfolio Investment, Total financial assets/liabilities",,6
BP6.Q.N.I8.CN.S1.S1.LE.L.FA.P.F._Z.EUR._T.M.N,Q,N,I8,CN,S1,S1,LE,L,FA,P,F,_Z,EUR,_T,M,N,2017-Q3,817063.407919551,E,F,,,P3M,- Quarterly- Neither seasonally adjusted nor calendar adjusted data- Euro area 19 (fixed composition) as of 1 January 2015 vis-a-vis China- sector: Total economy vis-a-vis Total economy- Closing balance sheet/Positions/Stocks- Liabilities (Net Incurrence of)- Financial account- Portfolio Investment- Total financial assets/liabilities- Euro- All currencies- Market value- Compilation methodology based on international standards,4F0,,0,,,E,"Portfolio Investment, Total financial assets/liabilities",,6
BP6.Q.N.I8.CN.S1.S1.LE.L.FA.P.F._Z.EUR._T.M.N,Q,N,I8,CN,S1,S1,LE,L,FA,P,F,_Z,EUR,_T,M,N,2017-Q4,810784.6959205802,E,F,,,P3M,- Quarterly- Neither seasonally adjusted nor calendar adjusted data- Euro area 19 (fixed composition) as of 1 January 2015 vis-a-vis China- sector: Total economy vis-a-vis Total economy- Closing balance sheet/Positions/Stocks- Liabilities (Net Incurrence of)- Financial account- Portfolio Investment- Total financial assets/liabilities- Euro- All currencies- Market value- Compilation methodology based on international standards,4F0,,0,,,E,"Portfolio Investment, Total financial assets/liabilities",,6
BP6.Q.N.I8.CN.S1.S1.LE.L.FA.P.F._Z.EUR._T.M.N,Q,N,I8,CN,S1,S1,LE,L,FA,P,F,_Z,EUR,_T,M,N,2018-Q1,803835.3800493814,E,F,,,P3M,- Quarterly- Neither seasonally adjusted nor calendar adjusted data- Euro area 19 (fixed composition) as of 1 January 2015 vis-a-vis China- sector: Total economy vis-a-vis Total economy- Closing balance sheet/Positions/Stocks- Liabilities (Net Incurrence of)- Financial account- Portfolio Investment- Total financial assets/liabilities- Euro- All currencies- Market value- Compilation methodology based on international standards,4F0,,0,,,E,"Portfolio Investment, Total financial assets/liabilities",,6
