Holdings by Twelve Foreign Oil Exporters of U.S. Treasury Securities - December 1974 to March 2016 1/,,,,,,,,,,,,
Billions of dollars,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Country:,Bahrain,Iran,Iraq,Kuwait,Oman,Qatar,Saudi Arabia,United Arab Emirates,Algeria,Gabon,Libya,Nigeria
     (a)  Data for September 2011 and for all months beginning December 2011 include holdings of U.S. Treasury bonds and ,,,,,,,,,,,,
"      notes as reported on TIC Form SLT, ""Aggregate Holdings of Long-Term Securities by U.S. and Foreign Residents"".",,,,,,,,,,,,
      (b) Data before December 2011 were collected primarily from U.S.-based custodians and broker-dealers.,,,,,,,,,,,,
"      -- Data for December of 1974, 1978, 1984, 1989, 1994, and March 2000 were reported on the TIC Benchmark Survey of Foreign ",,,,,,,,,,,,
      Holdings of U.S. Securities for those dates.  Data for each June in the period 2002 - 2011 were reported on the TIC Annual,,,,,,,,,,,,
      Survey of Foreign Holdings of U.S. Securities for those ten dates. ,,,,,,,,,,,,
      -- Data for all other months before December 2011 include estimated foreign holdings of U.S. Treasury bonds and notes ,,,,,,,,,,,,
"      based on adding monthly net transactions in Treasury bonds/notes from the TIC Form S, ""Purchases and Sales of Long-Term ",,,,,,,,,,,,
"      Securities by Foreign-Residents"", to the holdings in the most recent TIC Benchmark or Annual Survey of Foreign Holdings",,,,,,,,,,,,
      of U.S. Securities.  The data for October and November of 2011 include estimated foreign holdings of U.S. Treasury bonds,,,,,,,,,,,,
      and notes based on the September 2011 SLT data and monthly net transactions data.,,,,,,,,,,,,
