                                                                                    
                                                                                    
                                                                                    
                                                                                    
                                                                                    
Table A3.  Foreign Holdings of U.S. Long-Term Debt Securities, by Country, as of End-June

 Billions of dollars
                                              June            June            June            June            June            June            June            June
  West Bank and Gaza                                   0               0               0               *               0               0               0               0
  Western Sahara                                       0               0               0               0               0               0               0               *
  Yemen                                                *               *               *               *               *               *               *               *
  Zambia                                               *               *               *               *               *               *               *               *
  Zimbabwe                                             *               *               *               *               *               *               *               *
  Int. and reg. org.                                  78              68              61              58              61              62              73              90
  Country Unknown                                     82              64              79              55              75              69              56              95
  Total                                            10044           10292           10282           10991           11559           12407           11591           11967


* Greater than zero but less than $500 million.
n.a. Not available.




