                                                                                    
                                                                                    
                                                                                    
                                                                                    
                                                                                    
Table A1.  Foreign Holdings of U.S. Securities, by Country, as of End-June

 Billions of dollars
                                              June            June            June            June            June            June            June            June
 Countries and Regions                        2016            2017            2018            2019            2020            2021            2022            2023
  Afghanistan                                          1               1               2               2               1               4               1               1
  Albania                                              *               *               *               *               *               *               1               1
  Algeria                                              1               1               1               1               1               1               1               1
  Andorra                                              3               2               2               2               2               2               2               3
  Angola                                               1               1               1               3               2               2               1               1
  Anguilla                                            18              17               3               6               7              11              13              12
  Antigua and Barbuda                                  *               *               *               *               1               *               *               *
  Argentina                                            7               7              11              19              13              14              13              18
  Armenia                                              *               1               1               1               1               1               1               1
  Aruba                                                1               1               1               1               1               1               2               2
  Australia                                          237             271             303             344             352             467             572             571
  Austria                                             19              20              23              28              24              35              32              39
  Azerbaijan                                           7               7               8               7              11              11              13              23
  Bahamas                                             42              52              36              39              65              65              76              72
  Bahrain                                              2               2               2               2               2               3               2               2
  Bangladesh                                           *               1               1               1               1               1               6               5
  Barbados                                            23              24              21              13              12              14              16              16
  Belarus                                              *               *               *               *               *               *               *               *
  Belgium                                            589             691             739             780             852             925             873             980
  Belize                                               1               1               1               1               1               1               1               2
  Benin                                                *               *               *               *               *               *               *               *
  Bermuda                                            307             318             317             349             367             383             344             364
  Bhutan                                               *               *               *               *               *               *               *               *
  Bolivia                                              2               2               2               3               2               1               1               1
  Bonaire, Sint Eustatius and Saba                     *               *               *               *               *               *               *               *
  Bosnia and Herzegovina                               *               *               *               *               *               *               *               *
  Botswana                                             2               2               2               2               1               1               1               2
  Brazil                                             259             277             310             322             276             266             245             246
  British Indian Ocean Territory                       *               *               *               *               *               *               *               *
  British Virgin Islands                             161             166             175             178             170             206             193             220
  Brunei                                               3               5               6               4               5               7               6               3
  Bulgaria                                             *               *               *               *               *               1               1               1
  Burkina Faso                                         *               *               *               *               *               *               5              18
  Burma                                                *               *               *               *               *               *               *               *
  Burundi                                              *               *               *               *               *               0               0               *
  Cambodia                                             2               2               2               2               5               5              19               7
  Cameroon                                             *               *               *               *               *               *               *               *
  Canada                                             951            1061            1210            1262            1335            1977            1844            2055
  Cape Verde                                           *               *               *               *               *               *               *               *
  Cayman Islands                                    1525            1687            1757            1877            1903            2465            2240            2365
  Central African Republic                             *               *               *               *               *               *               0               0
  Chad                                                 *               *               *               *               *               *               *               *
  Chile                                               59              57              55              56              59              68              70              72
  China, mainland                                   1630            1541            1607            1543            1569            1575            1473            1432
  Colombia                                            48              45              44              50              47              59              58              62
  Comoros                                              *               *               *               *               *               *               *               *
  Congo (Brazzaville)                                  *               *               *               *               *               *               *               *
  Congo (Kinshasa)                                     *               *               *               *               *               *               *               *
  Cook Islands                                         *               1               1               *               *               1               *               *
  Costa Rica                                           3               3               3               4               4               6               6               9
  Cote d`Ivoire                                        *               *               *               *               *               *               2               1
  Croatia                                              2               2               2               2               3               3               3               3
  Cuba                                                 *               *               *               *               *               *               *               *
  Curacao                                              6               6               7               7               7               7               7               7
  Cyprus                                               *               1               1               1               2               5               4               5
  Czech Republic                                      11              24              23              27              32              30              29              40
  Denmark                                            117             125             123             138             157             254             183             204
  Djibouti                                             *               *               *               *               *               *               *               *
  Dominica                                             *               *               *               *               *               *               *               *
