country,date,ust_busd,source_file
Belgium,2019-03,186.6,mfhhis01.csv
Belgium,2019-04,179.8,mfhhis01.csv
Belgium,2019-05,190.5,mfhhis01.csv
Belgium,2019-06,200.1,mfhhis01.csv
Belgium,2019-07,203.3,mfhhis01.csv
Belgium,2019-08,215.0,mfhhis01.csv
Belgium,2019-09,215.5,mfhhis01.csv
Belgium,2019-10,205.6,mfhhis01.csv
Belgium,2019-11,202.4,mfhhis01.csv
Belgium,2019-12,207.4,mfhhis01.csv
Belgium,2020-01,206.5,mfhhis01.csv
Belgium,2020-02,218.0,mfhhis01.csv
Belgium,2020-03,206.1,mfhhis01.csv
Belgium,2020-04,210.2,mfhhis01.csv
Belgium,2020-05,212.1,mfhhis01.csv
Belgium,2020-06,218.8,mfhhis01.csv
Belgium,2020-07,211.8,mfhhis01.csv
Belgium,2020-08,214.9,mfhhis01.csv
Belgium,2020-09,218.1,mfhhis01.csv
Belgium,2020-10,239.5,mfhhis01.csv
Belgium,2020-11,240.5,mfhhis01.csv
Belgium,2020-12,253.5,mfhhis01.csv
Belgium,2021-01,248.2,mfhhis01.csv
Belgium,2021-02,236.7,mfhhis01.csv
Belgium,2021-03,235.8,mfhhis01.csv
Belgium,2021-04,234.8,mfhhis01.csv
Belgium,2021-05,236.4,mfhhis01.csv
Belgium,2021-06,228.5,mfhhis01.csv
Belgium,2021-07,220.5,mfhhis01.csv
Belgium,2021-08,227.7,mfhhis01.csv
Belgium,2021-09,220.9,mfhhis01.csv
Belgium,2021-10,225.8,mfhhis01.csv
Belgium,2021-11,224.9,mfhhis01.csv
Belgium,2021-12,271.6,mfhhis01.csv
Belgium,2022-01,243.0,mfhhis01.csv
Belgium,2022-02,258.4,mfhhis01.csv
Belgium,2022-03,264.5,mfhhis01.csv
Belgium,2022-04,255.6,mfhhis01.csv
Belgium,2022-05,268.2,mfhhis01.csv
Belgium,2022-06,273.5,mfhhis01.csv
Belgium,2022-07,285.4,mfhhis01.csv
Belgium,2022-08,287.8,mfhhis01.csv
Belgium,2022-09,325.0,mfhhis01.csv
Belgium,2022-10,327.2,mfhhis01.csv
Belgium,2022-11,334.4,mfhhis01.csv
Belgium,2022-12,351.2,mfhhis01.csv
Belgium,2023-01,331.1,mfhhis01.csv
Belgium,2023-02,330.9,mfhhis01.csv
Belgium,2023-03,337.0,mfhhis01.csv
Belgium,2023-04,336.6,mfhhis01.csv
Belgium,2023-05,335.6,mfhhis01.csv
Belgium,2023-06,331.8,mfhhis01.csv
Belgium,2023-07,318.7,mfhhis01.csv
Belgium,2023-08,316.7,mfhhis01.csv
Belgium,2023-09,317.1,mfhhis01.csv
Belgium,2023-10,285.4,mfhhis01.csv
Belgium,2023-11,296.5,mfhhis01.csv
Belgium,2023-12,314.4,mfhhis01.csv
Belgium,2024-01,293.1,mfhhis01.csv
Belgium,2024-02,320.1,mfhhis01.csv
Belgium,2024-03,317.2,mfhhis01.csv
Belgium,2024-04,312.5,mfhhis01.csv
Belgium,2024-05,313.1,mfhhis01.csv
Belgium,2024-06,318.0,mfhhis01.csv
Belgium,2024-07,315.9,mfhhis01.csv
Belgium,2024-08,325.0,mfhhis01.csv
Belgium,2024-09,366.6,mfhhis01.csv
Belgium,2024-10,349.7,mfhhis01.csv
Belgium,2024-11,361.3,mfhhis01.csv
Belgium,2024-12,374.6,mfhhis01.csv
Belgium,2025-01,377.7,mfhhis01.csv
Belgium,2025-02,394.7,mfhhis01.csv
Belgium,2025-03,402.1,mfhhis01.csv
Belgium,2025-04,411.1,mfhhis01.csv
Belgium,2025-05,415.5,mfhhis01.csv
Belgium,2025-06,430.3,mfhhis01.csv
Belgium,2025-07,425.4,mfhhis01.csv
Belgium,2025-08,451.1,mfhhis01.csv
Belgium,2025-09,463.6,mfhhis01.csv
Belgium,2025-10,465.5,mfhhis01.csv
Belgium,2025-11,481.0,mfhhis01.csv
Belgium,2025-12,477.3,mfhhis01.csv
Belgium,2026-01,450.985,slt_table3.txt
Belgium,2026-02,454.7,slt_table3.txt
Belgium,2026-03,454.026,slt_table3.txt
Belgium,2026-04,459.89,slt_table3.txt
Luxembourg,2002-06,23.1,mfhhis01.csv
Luxembourg,2002-07,22.9,mfhhis01.csv
Luxembourg,2002-08,22.8,mfhhis01.csv
Luxembourg,2002-09,23.8,mfhhis01.csv
Luxembourg,2002-10,23.3,mfhhis01.csv
Luxembourg,2002-11,23.7,mfhhis01.csv
Luxembourg,2002-12,23.9,mfhhis01.csv
Luxembourg,2003-01,23.1,mfhhis01.csv
Luxembourg,2003-02,23.4,mfhhis01.csv
Luxembourg,2003-03,23.6,mfhhis01.csv
Luxembourg,2003-04,23.9,mfhhis01.csv
Luxembourg,2003-05,23.5,mfhhis01.csv
Luxembourg,2003-06,23.6,mfhhis01.csv
Luxembourg,2003-07,26.2,mfhhis01.csv
Luxembourg,2003-08,26.8,mfhhis01.csv
Luxembourg,2003-09,26.2,mfhhis01.csv
Luxembourg,2003-10,25.7,mfhhis01.csv
Luxembourg,2003-11,25.8,mfhhis01.csv
Luxembourg,2003-12,25.4,mfhhis01.csv
Luxembourg,2004-01,26.1,mfhhis01.csv
Luxembourg,2004-02,27.7,mfhhis01.csv
Luxembourg,2004-03,27.8,mfhhis01.csv
Luxembourg,2004-04,26.2,mfhhis01.csv
Luxembourg,2004-05,25.5,mfhhis01.csv
Luxembourg,2004-06,27.1,mfhhis01.csv
Luxembourg,2004-07,39.6,mfhhis01.csv
Luxembourg,2004-08,39.7,mfhhis01.csv
Luxembourg,2004-09,39.6,mfhhis01.csv
Luxembourg,2004-10,40.3,mfhhis01.csv
Luxembourg,2004-11,40.5,mfhhis01.csv
Luxembourg,2004-12,41.4,mfhhis01.csv
Luxembourg,2005-01,41.9,mfhhis01.csv
Luxembourg,2005-02,43.2,mfhhis01.csv
Luxembourg,2005-03,42.8,mfhhis01.csv
Luxembourg,2005-04,45.8,mfhhis01.csv
Luxembourg,2005-05,45.0,mfhhis01.csv
Luxembourg,2005-06,43.5,mfhhis01.csv
Luxembourg,2005-07,36.9,mfhhis01.csv
Luxembourg,2005-08,38.2,mfhhis01.csv
Luxembourg,2005-09,37.6,mfhhis01.csv
Luxembourg,2005-10,36.7,mfhhis01.csv
Luxembourg,2005-11,36.6,mfhhis01.csv
Luxembourg,2005-12,35.6,mfhhis01.csv
Luxembourg,2006-01,35.2,mfhhis01.csv
Luxembourg,2006-02,36.2,mfhhis01.csv
Luxembourg,2006-03,36.6,mfhhis01.csv
Luxembourg,2006-04,37.5,mfhhis01.csv
Luxembourg,2006-05,38.4,mfhhis01.csv
Luxembourg,2006-06,37.4,mfhhis01.csv
Luxembourg,2006-07,59.4,mfhhis01.csv
Luxembourg,2006-08,58.4,mfhhis01.csv
Luxembourg,2006-09,58.7,mfhhis01.csv
Luxembourg,2006-10,59.5,mfhhis01.csv
Luxembourg,2006-11,60.5,mfhhis01.csv
Luxembourg,2006-12,60.0,mfhhis01.csv
Luxembourg,2007-01,59.4,mfhhis01.csv
Luxembourg,2007-02,59.8,mfhhis01.csv
Luxembourg,2007-03,61.8,mfhhis01.csv
Luxembourg,2007-04,61.8,mfhhis01.csv
Luxembourg,2007-05,62.2,mfhhis01.csv
Luxembourg,2007-06,62.6,mfhhis01.csv
Luxembourg,2007-07,57.6,mfhhis01.csv
Luxembourg,2007-08,57.1,mfhhis01.csv
Luxembourg,2007-09,58.3,mfhhis01.csv
Luxembourg,2007-10,63.3,mfhhis01.csv
Luxembourg,2007-11,67.9,mfhhis01.csv
Luxembourg,2007-12,69.0,mfhhis01.csv
Luxembourg,2008-01,66.1,mfhhis01.csv
Luxembourg,2008-02,80.3,mfhhis01.csv
Luxembourg,2008-03,89.8,mfhhis01.csv
Luxembourg,2008-04,81.8,mfhhis01.csv
Luxembourg,2008-05,75.2,mfhhis01.csv
Luxembourg,2008-06,83.2,mfhhis01.csv
Luxembourg,2008-07,89.7,mfhhis01.csv
Luxembourg,2008-08,90.4,mfhhis01.csv
Luxembourg,2008-09,104.5,mfhhis01.csv
Luxembourg,2008-10,100.6,mfhhis01.csv
Luxembourg,2008-11,94.2,mfhhis01.csv
Luxembourg,2008-12,97.3,mfhhis01.csv
Luxembourg,2009-01,87.0,mfhhis01.csv
Luxembourg,2009-02,92.1,mfhhis01.csv
Luxembourg,2009-03,106.0,mfhhis01.csv
Luxembourg,2009-04,97.4,mfhhis01.csv
Luxembourg,2009-05,96.2,mfhhis01.csv
Luxembourg,2009-06,104.3,mfhhis01.csv
Luxembourg,2009-07,80.8,mfhhis01.csv
Luxembourg,2009-08,83.0,mfhhis01.csv
Luxembourg,2009-09,87.5,mfhhis01.csv
Luxembourg,2009-10,79.5,mfhhis01.csv
Luxembourg,2009-11,80.2,mfhhis01.csv
Luxembourg,2009-12,88.4,mfhhis01.csv
Luxembourg,2010-01,79.1,mfhhis01.csv
Luxembourg,2010-02,77.8,mfhhis01.csv
Luxembourg,2010-03,83.9,mfhhis01.csv
Luxembourg,2010-04,76.9,mfhhis01.csv
Luxembourg,2010-05,75.6,mfhhis01.csv
Luxembourg,2010-06,96.6,mfhhis01.csv
Luxembourg,2010-07,93.4,mfhhis01.csv
Luxembourg,2010-08,74.0,mfhhis01.csv
Luxembourg,2010-09,80.8,mfhhis01.csv
Luxembourg,2010-10,73.2,mfhhis01.csv
Luxembourg,2010-11,76.8,mfhhis01.csv
Luxembourg,2010-12,83.5,mfhhis01.csv
Luxembourg,2011-01,79.1,mfhhis01.csv
Luxembourg,2011-02,77.2,mfhhis01.csv
Luxembourg,2011-03,79.8,mfhhis01.csv
Luxembourg,2011-04,76.2,mfhhis01.csv
Luxembourg,2011-05,66.7,mfhhis01.csv
Luxembourg,2011-06,69.0,mfhhis01.csv
Luxembourg,2011-07,114.1,mfhhis01.csv
Luxembourg,2011-08,114.7,mfhhis01.csv
Luxembourg,2011-09,128.0,mfhhis01.csv
Luxembourg,2011-10,126.6,mfhhis01.csv
Luxembourg,2011-11,127.2,mfhhis01.csv
Luxembourg,2011-12,147.5,mfhhis01.csv
Luxembourg,2012-01,136.5,mfhhis01.csv
Luxembourg,2012-02,137.1,mfhhis01.csv
Luxembourg,2012-03,137.5,mfhhis01.csv
Luxembourg,2012-04,128.9,mfhhis01.csv
Luxembourg,2012-05,131.2,mfhhis01.csv
Luxembourg,2012-06,137.7,mfhhis01.csv
Luxembourg,2012-07,134.8,mfhhis01.csv
Luxembourg,2012-08,138.6,mfhhis01.csv
Luxembourg,2012-09,147.5,mfhhis01.csv
Luxembourg,2012-10,144.3,mfhhis01.csv
Luxembourg,2012-11,148.0,mfhhis01.csv
Luxembourg,2012-12,154.7,mfhhis01.csv
Luxembourg,2013-01,147.6,mfhhis01.csv
Luxembourg,2013-02,151.2,mfhhis01.csv
Luxembourg,2013-03,154.5,mfhhis01.csv
Luxembourg,2013-04,149.7,mfhhis01.csv
Luxembourg,2013-05,143.2,mfhhis01.csv
Luxembourg,2013-06,150.5,mfhhis01.csv
Luxembourg,2013-07,146.8,mfhhis01.csv
Luxembourg,2013-08,143.8,mfhhis01.csv
Luxembourg,2013-09,141.1,mfhhis01.csv
Luxembourg,2013-10,133.3,mfhhis01.csv
Luxembourg,2013-11,130.4,mfhhis01.csv
Luxembourg,2013-12,134.6,mfhhis01.csv
Luxembourg,2014-01,135.5,mfhhis01.csv
Luxembourg,2014-02,136.9,mfhhis01.csv
Luxembourg,2014-03,144.8,mfhhis01.csv
Luxembourg,2014-04,141.2,mfhhis01.csv
Luxembourg,2014-05,141.5,mfhhis01.csv
Luxembourg,2014-06,145.3,mfhhis01.csv
Luxembourg,2014-07,145.6,mfhhis01.csv
Luxembourg,2014-08,150.5,mfhhis01.csv
Luxembourg,2014-09,156.1,mfhhis01.csv
Luxembourg,2014-10,162.5,mfhhis01.csv
Luxembourg,2014-11,166.6,mfhhis01.csv
Luxembourg,2014-12,171.8,mfhhis01.csv
Luxembourg,2015-01,176.0,mfhhis01.csv
Luxembourg,2015-02,179.2,mfhhis01.csv
Luxembourg,2015-03,176.7,mfhhis01.csv
Luxembourg,2015-04,171.0,mfhhis01.csv
Luxembourg,2015-05,177.0,mfhhis01.csv
Luxembourg,2015-06,183.4,mfhhis01.csv
Luxembourg,2015-07,185.2,mfhhis01.csv
Luxembourg,2015-08,184.8,mfhhis01.csv
Luxembourg,2015-09,191.0,mfhhis01.csv
Luxembourg,2015-10,188.2,mfhhis01.csv
Luxembourg,2015-11,193.0,mfhhis01.csv
Luxembourg,2015-12,199.6,mfhhis01.csv
Luxembourg,2016-01,200.6,mfhhis01.csv
Luxembourg,2016-02,209.1,mfhhis01.csv
Luxembourg,2016-03,221.6,mfhhis01.csv
Luxembourg,2016-04,221.7,mfhhis01.csv
Luxembourg,2016-05,222.5,mfhhis01.csv
Luxembourg,2016-06,225.2,mfhhis01.csv
Luxembourg,2016-07,224.2,mfhhis01.csv
Luxembourg,2016-08,220.7,mfhhis01.csv
Luxembourg,2016-09,228.3,mfhhis01.csv
Luxembourg,2016-10,217.8,mfhhis01.csv
Luxembourg,2016-11,222.4,mfhhis01.csv
Luxembourg,2016-12,224.3,mfhhis01.csv
Luxembourg,2017-01,218.9,mfhhis01.csv
Luxembourg,2017-02,217.8,mfhhis01.csv
Luxembourg,2017-03,218.3,mfhhis01.csv
Luxembourg,2017-04,212.1,mfhhis01.csv
Luxembourg,2017-05,208.0,mfhhis01.csv
Luxembourg,2017-06,211.6,mfhhis01.csv
Luxembourg,2017-07,213.0,mfhhis01.csv
Luxembourg,2017-08,213.3,mfhhis01.csv
Luxembourg,2017-09,213.9,mfhhis01.csv
Luxembourg,2017-10,217.9,mfhhis01.csv
Luxembourg,2017-11,218.3,mfhhis01.csv
Luxembourg,2017-12,217.6,mfhhis01.csv
Luxembourg,2018-01,220.9,mfhhis01.csv
Luxembourg,2018-02,218.6,mfhhis01.csv
Luxembourg,2018-03,221.5,mfhhis01.csv
Luxembourg,2018-04,213.8,mfhhis01.csv
Luxembourg,2018-05,208.9,mfhhis01.csv
Luxembourg,2018-06,220.9,mfhhis01.csv
Luxembourg,2018-07,221.5,mfhhis01.csv
Luxembourg,2018-08,224.0,mfhhis01.csv
Luxembourg,2018-09,227.2,mfhhis01.csv
Luxembourg,2018-10,225.4,mfhhis01.csv
Luxembourg,2018-11,225.7,mfhhis01.csv
Luxembourg,2018-12,230.5,mfhhis01.csv
Luxembourg,2019-01,226.7,mfhhis01.csv
Luxembourg,2019-02,228.9,mfhhis01.csv
Luxembourg,2019-03,230.2,mfhhis01.csv
Luxembourg,2019-04,223.7,mfhhis01.csv
Luxembourg,2019-05,229.6,mfhhis01.csv
Luxembourg,2019-06,230.5,mfhhis01.csv
Luxembourg,2019-07,229.2,mfhhis01.csv
Luxembourg,2019-08,244.2,mfhhis01.csv
Luxembourg,2019-09,252.3,mfhhis01.csv
Luxembourg,2019-10,263.0,mfhhis01.csv
Luxembourg,2019-11,261.9,mfhhis01.csv
Luxembourg,2019-12,254.6,mfhhis01.csv
Luxembourg,2020-01,255.2,mfhhis01.csv
Luxembourg,2020-02,260.8,mfhhis01.csv
Luxembourg,2020-03,246.1,mfhhis01.csv
Luxembourg,2020-04,265.5,mfhhis01.csv
Luxembourg,2020-05,262.7,mfhhis01.csv
Luxembourg,2020-06,267.3,mfhhis01.csv
Luxembourg,2020-07,264.7,mfhhis01.csv
Luxembourg,2020-08,268.8,mfhhis01.csv
Luxembourg,2020-09,262.5,mfhhis01.csv
Luxembourg,2020-10,266.2,mfhhis01.csv
Luxembourg,2020-11,267.8,mfhhis01.csv
Luxembourg,2020-12,287.7,mfhhis01.csv
Luxembourg,2021-01,280.9,mfhhis01.csv
Luxembourg,2021-02,282.1,mfhhis01.csv
Luxembourg,2021-03,282.8,mfhhis01.csv
Luxembourg,2021-04,290.4,mfhhis01.csv
Luxembourg,2021-05,287.6,mfhhis01.csv
Luxembourg,2021-06,302.1,mfhhis01.csv
Luxembourg,2021-07,291.7,mfhhis01.csv
Luxembourg,2021-08,294.2,mfhhis01.csv
Luxembourg,2021-09,312.0,mfhhis01.csv
Luxembourg,2021-10,314.3,mfhhis01.csv
Luxembourg,2021-11,333.3,mfhhis01.csv
Luxembourg,2021-12,327.8,mfhhis01.csv
Luxembourg,2022-01,313.0,mfhhis01.csv
Luxembourg,2022-02,316.4,mfhhis01.csv
Luxembourg,2022-03,303.2,mfhhis01.csv
Luxembourg,2022-04,296.2,mfhhis01.csv
Luxembourg,2022-05,296.5,mfhhis01.csv
Luxembourg,2022-06,309.3,mfhhis01.csv
Luxembourg,2022-07,306.5,mfhhis01.csv
Luxembourg,2022-08,308.4,mfhhis01.csv
Luxembourg,2022-09,299.9,mfhhis01.csv
Luxembourg,2022-10,298.4,mfhhis01.csv
Luxembourg,2022-11,311.3,mfhhis01.csv
Luxembourg,2022-12,329.3,mfhhis01.csv
Luxembourg,2023-01,318.2,mfhhis01.csv
Luxembourg,2023-02,327.2,mfhhis01.csv
Luxembourg,2023-03,328.6,mfhhis01.csv
Luxembourg,2023-04,332.3,mfhhis01.csv
Luxembourg,2023-05,331.5,mfhhis01.csv
Luxembourg,2023-06,330.7,mfhhis01.csv
Luxembourg,2023-07,352.0,mfhhis01.csv
Luxembourg,2023-08,365.8,mfhhis01.csv
Luxembourg,2023-09,373.7,mfhhis01.csv
Luxembourg,2023-10,345.4,mfhhis01.csv
Luxembourg,2023-11,371.3,mfhhis01.csv
Luxembourg,2023-12,339.9,mfhhis01.csv
Luxembourg,2024-01,348.1,mfhhis01.csv
Luxembourg,2024-02,355.8,mfhhis01.csv
Luxembourg,2024-03,366.2,mfhhis01.csv
Luxembourg,2024-04,359.2,mfhhis01.csv
Luxembourg,2024-05,367.3,mfhhis01.csv
Luxembourg,2024-06,374.2,mfhhis01.csv
Luxembourg,2024-07,389.3,mfhhis01.csv
Luxembourg,2024-08,395.7,mfhhis01.csv
Luxembourg,2024-09,407.2,mfhhis01.csv
Luxembourg,2024-10,413.5,mfhhis01.csv
Luxembourg,2024-11,417.8,mfhhis01.csv
Luxembourg,2024-12,423.9,mfhhis01.csv
Luxembourg,2025-01,409.9,mfhhis01.csv
Luxembourg,2025-02,412.4,mfhhis01.csv
Luxembourg,2025-03,412.4,mfhhis01.csv
Luxembourg,2025-04,410.9,mfhhis01.csv
Luxembourg,2025-05,412.6,mfhhis01.csv
Luxembourg,2025-06,403.2,mfhhis01.csv
Luxembourg,2025-07,403.8,mfhhis01.csv
Luxembourg,2025-08,409.9,mfhhis01.csv
Luxembourg,2025-09,420.1,mfhhis01.csv
Luxembourg,2025-10,418.0,mfhhis01.csv
Luxembourg,2025-11,424.7,mfhhis01.csv
Luxembourg,2025-12,434.2,mfhhis01.csv
Luxembourg,2026-01,446.007,slt_table3.txt
Luxembourg,2026-02,445.702,slt_table3.txt
Luxembourg,2026-03,431.988,slt_table3.txt
Luxembourg,2026-04,431.128,slt_table3.txt
India,2002-01,5.8,mfhhis01.csv
India,2002-02,5.4,mfhhis01.csv
India,2002-03,6.3,mfhhis01.csv
India,2002-04,5.4,mfhhis01.csv
India,2002-05,6.3,mfhhis01.csv
India,2002-06,8.8,mfhhis01.csv
India,2002-07,9.3,mfhhis01.csv
India,2002-08,9.6,mfhhis01.csv
India,2002-09,8.1,mfhhis01.csv
India,2002-10,7.9,mfhhis01.csv
India,2002-11,9.0,mfhhis01.csv
India,2002-12,9.2,mfhhis01.csv
India,2003-01,8.6,mfhhis01.csv
India,2003-02,9.5,mfhhis01.csv
India,2003-03,9.7,mfhhis01.csv
India,2003-04,10.6,mfhhis01.csv
India,2003-05,10.9,mfhhis01.csv
India,2003-06,9.2,mfhhis01.csv
India,2003-07,11.3,mfhhis01.csv
India,2003-08,13.7,mfhhis01.csv
India,2003-09,13.5,mfhhis01.csv
India,2003-10,14.9,mfhhis01.csv
India,2003-11,16.1,mfhhis01.csv
India,2003-12,16.7,mfhhis01.csv
India,2004-01,15.7,mfhhis01.csv
India,2004-02,13.5,mfhhis01.csv
India,2004-03,13.8,mfhhis01.csv
India,2004-04,16.2,mfhhis01.csv
India,2004-05,16.1,mfhhis01.csv
India,2004-06,16.1,mfhhis01.csv
India,2004-07,17.2,mfhhis01.csv
India,2004-08,16.3,mfhhis01.csv
India,2004-09,14.9,mfhhis01.csv
India,2004-10,16.0,mfhhis01.csv
India,2004-11,15.5,mfhhis01.csv
India,2004-12,15.0,mfhhis01.csv
India,2006-01,10.3,mfhhis01.csv
India,2006-02,10.0,mfhhis01.csv
India,2006-03,11.2,mfhhis01.csv
India,2006-04,12.3,mfhhis01.csv
India,2006-05,12.2,mfhhis01.csv
India,2006-06,12.5,mfhhis01.csv
India,2006-07,14.0,mfhhis01.csv
India,2006-08,13.5,mfhhis01.csv
India,2006-09,11.2,mfhhis01.csv
India,2006-10,12.0,mfhhis01.csv
India,2006-11,13.9,mfhhis01.csv
India,2006-12,14.6,mfhhis01.csv
India,2007-01,15.8,mfhhis01.csv
India,2007-02,19.5,mfhhis01.csv
India,2007-03,20.1,mfhhis01.csv
India,2007-04,20.0,mfhhis01.csv
India,2007-05,15.3,mfhhis01.csv
India,2007-06,12.8,mfhhis01.csv
India,2007-07,14.1,mfhhis01.csv
India,2007-08,12.1,mfhhis01.csv
India,2007-09,10.8,mfhhis01.csv
India,2007-10,14.9,mfhhis01.csv
India,2007-11,14.8,mfhhis01.csv
India,2007-12,14.9,mfhhis01.csv
India,2008-01,14.6,mfhhis01.csv
India,2008-02,14.4,mfhhis01.csv
India,2008-03,11.8,mfhhis01.csv
India,2008-04,10.5,mfhhis01.csv
India,2008-05,10.3,mfhhis01.csv
India,2008-06,11.7,mfhhis01.csv
India,2008-07,19.0,mfhhis01.csv
India,2008-08,20.2,mfhhis01.csv
India,2008-09,20.3,mfhhis01.csv
India,2008-10,18.3,mfhhis01.csv
India,2008-11,22.3,mfhhis01.csv
India,2008-12,29.2,mfhhis01.csv
India,2009-01,32.5,mfhhis01.csv
India,2009-02,34.6,mfhhis01.csv
India,2009-03,38.2,mfhhis01.csv
India,2009-04,38.5,mfhhis01.csv
India,2009-05,38.8,mfhhis01.csv
India,2009-06,39.3,mfhhis01.csv
India,2009-07,41.8,mfhhis01.csv
India,2009-08,41.5,mfhhis01.csv
India,2009-09,38.8,mfhhis01.csv
India,2009-10,35.8,mfhhis01.csv
India,2009-11,34.5,mfhhis01.csv
India,2009-12,32.5,mfhhis01.csv
India,2010-01,32.7,mfhhis01.csv
India,2010-02,31.6,mfhhis01.csv
India,2010-03,32.0,mfhhis01.csv
India,2010-04,31.0,mfhhis01.csv
India,2010-05,29.3,mfhhis01.csv
India,2010-06,36.4,mfhhis01.csv
India,2010-07,38.4,mfhhis01.csv
India,2010-08,37.9,mfhhis01.csv
India,2010-09,40.0,mfhhis01.csv
India,2010-10,40.1,mfhhis01.csv
India,2010-11,39.7,mfhhis01.csv
India,2010-12,40.5,mfhhis01.csv
India,2011-01,40.6,mfhhis01.csv
India,2011-02,40.3,mfhhis01.csv
India,2011-03,39.8,mfhhis01.csv
India,2011-04,42.1,mfhhis01.csv
India,2011-05,41.0,mfhhis01.csv
India,2011-06,38.9,mfhhis01.csv
India,2011-07,40.3,mfhhis01.csv
India,2011-08,40.1,mfhhis01.csv
India,2011-09,41.2,mfhhis01.csv
India,2011-10,40.1,mfhhis01.csv
India,2011-11,38.4,mfhhis01.csv
India,2011-12,43.5,mfhhis01.csv
India,2012-01,42.8,mfhhis01.csv
India,2012-02,44.1,mfhhis01.csv
India,2012-03,46.7,mfhhis01.csv
India,2012-04,49.3,mfhhis01.csv
India,2012-05,50.0,mfhhis01.csv
India,2012-06,53.8,mfhhis01.csv
India,2012-07,59.3,mfhhis01.csv
India,2012-08,60.6,mfhhis01.csv
India,2012-09,59.7,mfhhis01.csv
India,2012-10,59.6,mfhhis01.csv
India,2012-11,58.8,mfhhis01.csv
India,2012-12,59.5,mfhhis01.csv
India,2013-01,58.5,mfhhis01.csv
India,2013-02,56.8,mfhhis01.csv
India,2013-03,55.0,mfhhis01.csv
India,2013-04,55.8,mfhhis01.csv
India,2013-05,59.9,mfhhis01.csv
India,2013-06,61.2,mfhhis01.csv
India,2013-07,58.9,mfhhis01.csv
India,2013-08,57.0,mfhhis01.csv
India,2013-09,56.8,mfhhis01.csv
India,2013-10,59.9,mfhhis01.csv
India,2013-11,63.9,mfhhis01.csv
India,2013-12,68.5,mfhhis01.csv
India,2014-01,68.1,mfhhis01.csv
India,2014-02,67.0,mfhhis01.csv
India,2014-03,70.2,mfhhis01.csv
India,2014-04,68.7,mfhhis01.csv
India,2014-05,70.1,mfhhis01.csv
India,2014-06,72.9,mfhhis01.csv
India,2014-07,79.7,mfhhis01.csv
India,2014-08,80.4,mfhhis01.csv
India,2014-09,80.0,mfhhis01.csv
India,2014-10,77.5,mfhhis01.csv
India,2014-11,80.5,mfhhis01.csv
India,2014-12,83.0,mfhhis01.csv
India,2015-01,91.2,mfhhis01.csv
India,2015-02,101.7,mfhhis01.csv
India,2015-03,107.7,mfhhis01.csv
India,2015-04,110.3,mfhhis01.csv
India,2015-05,114.0,mfhhis01.csv
India,2015-06,117.0,mfhhis01.csv
India,2015-07,116.4,mfhhis01.csv
India,2015-08,115.6,mfhhis01.csv
India,2015-09,113.5,mfhhis01.csv
India,2015-10,116.6,mfhhis01.csv
India,2015-11,115.4,mfhhis01.csv
India,2015-12,116.8,mfhhis01.csv
India,2016-01,119.8,mfhhis01.csv
India,2016-02,118.8,mfhhis01.csv
India,2016-03,118.9,mfhhis01.csv
India,2016-04,121.6,mfhhis01.csv
India,2016-05,118.0,mfhhis01.csv
India,2016-06,117.2,mfhhis01.csv
India,2016-07,123.7,mfhhis01.csv
India,2016-08,122.9,mfhhis01.csv
India,2016-09,122.7,mfhhis01.csv
India,2016-10,123.0,mfhhis01.csv
India,2016-11,118.7,mfhhis01.csv
India,2016-12,118.2,mfhhis01.csv
India,2017-01,113.7,mfhhis01.csv
India,2017-02,112.3,mfhhis01.csv
India,2017-03,117.1,mfhhis01.csv
India,2017-04,124.1,mfhhis01.csv
India,2017-05,127.3,mfhhis01.csv
India,2017-06,130.3,mfhhis01.csv
India,2017-07,135.7,mfhhis01.csv
India,2017-08,138.9,mfhhis01.csv
India,2017-09,145.1,mfhhis01.csv
India,2017-10,141.4,mfhhis01.csv
India,2017-11,140.8,mfhhis01.csv
India,2017-12,144.7,mfhhis01.csv
India,2018-01,148.6,mfhhis01.csv
India,2018-02,152.9,mfhhis01.csv
India,2018-03,157.0,mfhhis01.csv
India,2018-04,152.8,mfhhis01.csv
India,2018-05,148.9,mfhhis01.csv
India,2018-06,147.3,mfhhis01.csv
India,2018-07,142.6,mfhhis01.csv
India,2018-08,140.6,mfhhis01.csv
India,2018-09,144.0,mfhhis01.csv
India,2018-10,138.2,mfhhis01.csv
India,2018-11,138.5,mfhhis01.csv
India,2018-12,141.3,mfhhis01.csv
India,2019-01,144.9,mfhhis01.csv
India,2019-02,144.3,mfhhis01.csv
India,2019-03,152.0,mfhhis01.csv
India,2019-04,155.3,mfhhis01.csv
India,2019-05,156.9,mfhhis01.csv
India,2019-06,162.7,mfhhis01.csv
India,2019-07,159.9,mfhhis01.csv
India,2019-08,162.2,mfhhis01.csv
India,2019-09,160.7,mfhhis01.csv
India,2019-10,161.4,mfhhis01.csv
India,2019-11,159.2,mfhhis01.csv
India,2019-12,162.0,mfhhis01.csv
India,2020-01,164.3,mfhhis01.csv
India,2020-02,177.5,mfhhis01.csv
India,2020-03,156.5,mfhhis01.csv
India,2020-04,157.4,mfhhis01.csv
India,2020-05,169.9,mfhhis01.csv
India,2020-06,182.7,mfhhis01.csv
India,2020-07,194.6,mfhhis01.csv
India,2020-08,196.5,mfhhis01.csv
