issuer_lei,ultimate_parent_lei,parent_country_iso,relationship_type,source
54930046L20VLJKPVV31,54930046L20VLJKPVV31,KY,SELF,GLEIF-RR+API
549300471O2DE0Y4L506,549300471O2DE0Y4L506,KY,SELF,GLEIF-RR+API
549300487COLIJOB7F68,549300487COLIJOB7F68,KY,SELF,GLEIF-RR+API
54930048KQ4ESQCPHC71,54930048KQ4ESQCPHC71,KY,SELF,GLEIF-RR+API
5493004COSQ54937AW41,5493004COSQ54937AW41,TH,SELF,GLEIF-RR+API
5493004CTFWJSWYD8564,5493004CTFWJSWYD8564,KY,SELF,GLEIF-RR+API
5493004FCKEPFTK2QI86,5493004FCKEPFTK2QI86,KY,SELF,GLEIF-RR+API
5493004I93856WYBB035,5493004I93856WYBB035,KY,SELF,GLEIF-RR+API
5493004K3H2URWHGJT03,5493004K3H2URWHGJT03,KY,SELF,GLEIF-RR+API
5493004KJWPWVA1PD410,5493004KJWPWVA1PD410,KY,SELF,GLEIF-RR+API
5493004LEP80CTDZQ594,5493004LEP80CTDZQ594,KY,SELF,GLEIF-RR+API
5493004MLF21SFT7F415,5493004MLF21SFT7F415,KY,SELF,GLEIF-RR+API
5493004NKU3QU5G6QW39,5493004NKU3QU5G6QW39,KY,SELF,GLEIF-RR+API
5493004NSSTVWDFT9W29,5493004NSSTVWDFT9W29,KY,SELF,GLEIF-RR+API
5493004OOK6VXHQ8DQ60,5493004OOK6VXHQ8DQ60,KY,SELF,GLEIF-RR+API
5493004OT3TOY404V310,5493004OT3TOY404V310,MY,SELF,GLEIF-RR+API
5493004PDQETMPM6YK04,5493004PDQETMPM6YK04,KY,SELF,GLEIF-RR+API
5493004PWOYFPAFQVT02,5493004PWOYFPAFQVT02,KY,SELF,GLEIF-RR+API
5493004RJP3DQLC3SN92,5493004RJP3DQLC3SN92,KY,SELF,GLEIF-RR+API
5493004RXURZCE1LR038,5493004RXURZCE1LR038,KY,SELF,GLEIF-RR+API
5493004S1FMDW7K3MU50,5493004S1FMDW7K3MU50,KY,SELF,GLEIF-RR+API
5493004TETZ6IYF7CV44,5493004TETZ6IYF7CV44,KY,SELF,GLEIF-RR+API
5493004UIYL54X2JJA03,5493004UIYL54X2JJA03,KY,SELF,GLEIF-RR+API
5493004WD20MH5XRMR98,5493004WD20MH5XRMR98,US,SELF,GLEIF-RR+API
5493004WVEVHIF701522,5493004WVEVHIF701522,KY,SELF,GLEIF-RR+API
5493004Y6G18HN4CQ515,5493004Y6G18HN4CQ515,KY,SELF,GLEIF-RR+API
549300501PWQXBETQS11,549300501PWQXBETQS11,KY,SELF,GLEIF-RR+API
54930050XKM90CCQIQ92,54930050XKM90CCQIQ92,KY,SELF,GLEIF-RR+API
54930052JF7HYEE5CO91,54930052JF7HYEE5CO91,KY,SELF,GLEIF-RR+API
54930053HGCFWVHYZX42,54930053HGCFWVHYZX42,CN,SELF,GLEIF-RR+API
54930054CM6FNK13VN86,54930054CM6FNK13VN86,KY,SELF,GLEIF-RR+API
54930054F35TGSKQ6V76,54930054F35TGSKQ6V76,KY,SELF,GLEIF-RR+API
54930054F3QGDZOYIH14,54930054F3QGDZOYIH14,KY,SELF,GLEIF-RR+API
54930054YW6PM1FPVU95,54930054YW6PM1FPVU95,KY,SELF,GLEIF-RR+API
54930057H7JJWKKTHB17,54930057H7JJWKKTHB17,US,SELF,GLEIF-RR+API
5493005A489KGIV6GS45,5493005A489KGIV6GS45,KY,SELF,GLEIF-RR+API
5493005B0MT8TYWD7W93,5493005B0MT8TYWD7W93,KY,SELF,GLEIF-RR+API
5493005CJY0RF4FJJP54,5493005CJY0RF4FJJP54,KY,SELF,GLEIF-RR+API
5493005EEKUYF0Q6Z361,5493005EEKUYF0Q6Z361,KY,SELF,GLEIF-RR+API
5493005EOEZ6JX072G15,5493005EOEZ6JX072G15,KY,SELF,GLEIF-RR+API
5493005HHHXVM8NBWY47,5493005HHHXVM8NBWY47,KY,SELF,GLEIF-RR+API
5493005HSAGIQZIVAS94,5493005HSAGIQZIVAS94,KY,SELF,GLEIF-RR+API
5493005I1X3PG0G3GC95,5493005I1X3PG0G3GC95,KY,SELF,GLEIF-RR+API
5493005I53NEC017LN87,5493005I53NEC017LN87,KY,SELF,GLEIF-RR+API
5493005JQNLB3I01JW62,5493005JQNLB3I01JW62,KY,SELF,GLEIF-RR+API
5493005KH0QN3KP2M560,5493005KH0QN3KP2M560,KY,SELF,GLEIF-RR+API
5493005LA8SD8BDUW128,2549003AY2X6A55ATF21,HK,ULTIMATE,GLEIF-RR+API
5493005M7QC3KNGBZH75,300300D3001131000020,CN,ULTIMATE,GLEIF-RR+API
5493005MGEI63K1CMN61,5493005MGEI63K1CMN61,KY,SELF,GLEIF-RR+API
5493005N95XEN3CRVT47,5493005N95XEN3CRVT47,KY,SELF,GLEIF-RR+API
5493005NMZNM4BNB7T45,5493005NMZNM4BNB7T45,KY,SELF,GLEIF-RR+API
5493005OM8P21GK6YE73,5493005OM8P21GK6YE73,KY,SELF,GLEIF-RR+API
5493005Q4N14IP6ASK07,5493005Q4N14IP6ASK07,KY,SELF,GLEIF-RR+API
5493005QMH1D47U26R45,5493005QMH1D47U26R45,US,SELF,GLEIF-RR+API
5493005QT1H61U928I30,5493005QT1H61U928I30,KY,SELF,GLEIF-RR+API
5493005RF0X3GB54HH60,5493005RF0X3GB54HH60,KY,SELF,GLEIF-RR+API
5493005RYHNVNU6C8029,5493005RYHNVNU6C8029,KY,SELF,GLEIF-RR+API
5493005SOJ8F7B634862,5493005SOJ8F7B634862,KY,SELF,GLEIF-RR+API
5493005VN5WX000OV470,5493005VN5WX000OV470,KY,SELF,GLEIF-RR+API
5493005WFBSWHJ1WGQ35,5493005WFBSWHJ1WGQ35,KY,SELF,GLEIF-RR+API
5493005WLG3H3B8NI222,5493005WLG3H3B8NI222,KY,SELF,GLEIF-RR+API
5493005X5HKEZQSVVC05,353800CI5L6DDAN5XZ33,JP,ULTIMATE,GLEIF-RR+API
5493005XHETQNZF9TM25,5493005XHETQNZF9TM25,KY,SELF,GLEIF-RR+API
5493005XKBD2DYGIIZ33,5493005XKBD2DYGIIZ33,KY,SELF,GLEIF-RR+API
5493005YAOTYJUJV3S58,5493005YAOTYJUJV3S58,KY,SELF,GLEIF-RR+API
549300600S6M6SOT7P36,549300600S6M6SOT7P36,KY,SELF,GLEIF-RR+API
54930061X0YU68FM6A54,54930061X0YU68FM6A54,KY,SELF,GLEIF-RR+API
54930062R6OFRHBRAI29,54930062R6OFRHBRAI29,KY,SELF,GLEIF-RR+API
549300639DPKTBUSCC77,549300639DPKTBUSCC77,KY,SELF,GLEIF-RR+API
54930063NKPB83QNUF90,54930063NKPB83QNUF90,KY,SELF,GLEIF-RR+API
549300640C8OB2I8SN35,549300640C8OB2I8SN35,KY,SELF,GLEIF-RR+API
54930064GO7DB3TVDY21,54930064GO7DB3TVDY21,KY,SELF,GLEIF-RR+API
54930064P37IJ78XTR63,54930064P37IJ78XTR63,KY,SELF,GLEIF-RR+API
54930064X8MUJKFU5606,54930064X8MUJKFU5606,KY,SELF,GLEIF-RR+API
54930064Z7YZMOXBC128,54930064Z7YZMOXBC128,KY,SELF,GLEIF-RR+API
54930066UQE0B7NO1M17,54930066UQE0B7NO1M17,BM,SELF,GLEIF-RR+API
54930066VBP7DZEGGJ87,54930066VBP7DZEGGJ87,US,SELF,GLEIF-RR+API
549300670K07JRB5UQ40,ACMHD8HWFMFUIQQ8Y590,AU,ULTIMATE,GLEIF-RR+API
54930067AXJA9VNQXN56,54930067AXJA9VNQXN56,KY,SELF,GLEIF-RR+API
54930067MZ9NV8B3SZ80,54930067MZ9NV8B3SZ80,KY,SELF,GLEIF-RR+API
549300687XYK5L55VX28,549300687XYK5L55VX28,KY,SELF,GLEIF-RR+API
549300688XPYTZKYN814,549300688XPYTZKYN814,KY,SELF,GLEIF-RR+API
54930068MLVF3BECCK93,54930068MLVF3BECCK93,KY,SELF,GLEIF-RR+API
54930068OELHUBHH1U03,254900TG41KIWX7VDO42,TH,ULTIMATE,GLEIF-RR+API
54930069GUF2V1O4MD77,54930069GUF2V1O4MD77,KY,SELF,GLEIF-RR+API
5493006CLZCEH6WYKR81,5493006CLZCEH6WYKR81,KY,SELF,GLEIF-RR+API
5493006DOLY8O98XHD74,5493006DOLY8O98XHD74,AE,SELF,GLEIF-RR+API
5493006EIGNTETP6G413,5493006EIGNTETP6G413,KY,SELF,GLEIF-RR+API
5493006EKWGOE6JAPH26,5493006EKWGOE6JAPH26,KY,SELF,GLEIF-RR+API
5493006GMMSBMRMTK635,5493006GMMSBMRMTK635,KY,SELF,GLEIF-RR+API
5493006HO04GB8AQ2V43,5493006HO04GB8AQ2V43,KY,SELF,GLEIF-RR+API
5493006HSPECSOT1UH87,5493006HSPECSOT1UH87,VG,SELF,GLEIF-RR+API
5493006JG853WBZS5J73,5493006JG853WBZS5J73,KY,SELF,GLEIF-RR+API
5493006JGTCIL6LCS728,5493006JGTCIL6LCS728,KY,SELF,GLEIF-RR+API
5493006KAH3PSSMCES09,549300XIVJCBIGMRUD48,HK,ULTIMATE,GLEIF-RR+API
5493006KBFRFAYN8S550,5493006KBFRFAYN8S550,KY,SELF,GLEIF-RR+API
5493006KMX1VFTPYPW14,5493006KMX1VFTPYPW14,US,SELF,GLEIF-RR+API
5493006KUFG82AH4TB78,213800WXW2KG1N4CO374,US,ULTIMATE,GLEIF-RR+API
5493006LYYH2XWCWW153,5493006LYYH2XWCWW153,KY,SELF,GLEIF-RR+API
5493006M8GRAQRCSCD67,5493006M8GRAQRCSCD67,KY,SELF,GLEIF-RR+API
5493006NA1XBERP7JE98,5493006NA1XBERP7JE98,VG,SELF,GLEIF-RR+API
5493006NSAO246ZPZB29,5493006NSAO246ZPZB29,KY,SELF,GLEIF-RR+API
5493006OIQNDV6I29R71,5493006OIQNDV6I29R71,KY,SELF,GLEIF-RR+API
5493006Q26653NF8SI73,5493006Q26653NF8SI73,US,SELF,GLEIF-RR+API
5493006RJSLS5DA4PD75,PT3QB789TSUIDF371261,CA,ULTIMATE,GLEIF-RR+API
5493006RYVWHQMOYXT69,5493006RYVWHQMOYXT69,KY,SELF,GLEIF-RR+API
5493006S0D1X0TK7V334,5493006S0D1X0TK7V334,KY,SELF,GLEIF-RR+API
5493006SRQWF2ZFME608,5493006SRQWF2ZFME608,KY,SELF,GLEIF-RR+API
5493006T10144GM16690,5493006T10144GM16690,KY,SELF,GLEIF-RR+API
5493006UE7EGV6XUOE47,5493006UE7EGV6XUOE47,KY,SELF,GLEIF-RR+API
5493006UQZL8BZLQCE22,5493006UQZL8BZLQCE22,KY,SELF,GLEIF-RR+API
5493006V07LYI3HE6G83,300300D2000111000062,CN,ULTIMATE,GLEIF-RR+API
5493006V3WX8F38SQ991,5493006V3WX8F38SQ991,KY,SELF,GLEIF-RR+API
5493006V5AX99BBCEZ73,5493006V5AX99BBCEZ73,KY,SELF,GLEIF-RR+API
5493006VH6ZUE3FHGC30,5493006VH6ZUE3FHGC30,KY,SELF,GLEIF-RR+API
5493006XOQ2X0XSJ4F36,5493006XOQ2X0XSJ4F36,KY,SELF,GLEIF-RR+API
5493006YAK6ZHW3YPP89,5493006YAK6ZHW3YPP89,KY,SELF,GLEIF-RR+API
5493006ZPBFJJGSXB826,5493006ZPBFJJGSXB826,KY,SELF,GLEIF-RR+API
5493006ZY0SLETMEU160,5493006ZY0SLETMEU160,KY,SELF,GLEIF-RR+API
54930070N77H6NE83R38,54930070N77H6NE83R38,KY,SELF,GLEIF-RR+API
549300720D6GC86J1I98,549300720D6GC86J1I98,KY,SELF,GLEIF-RR+API
549300735PG2ZC70V672,549300735PG2ZC70V672,KY,SELF,GLEIF-RR+API
54930073XIEUISQCY218,54930073XIEUISQCY218,KY,SELF,GLEIF-RR+API
54930074K7VGDXSC1K18,54930074K7VGDXSC1K18,KY,SELF,GLEIF-RR+API
54930076OPDXR0U68E20,54930076OPDXR0U68E20,KY,SELF,GLEIF-RR+API
54930077HHZ1QV5CPQ30,54930077HHZ1QV5CPQ30,KY,SELF,GLEIF-RR+API
54930077KYY3RXLTEG63,54930077KYY3RXLTEG63,KY,SELF,GLEIF-RR+API
54930077MW9OV2WL0S74,54930077MW9OV2WL0S74,KY,SELF,GLEIF-RR+API
549300788AI08GTXXH35,549300788AI08GTXXH35,KY,SELF,GLEIF-RR+API
54930078BE8TT25JE252,54930078BE8TT25JE252,KY,SELF,GLEIF-RR+API
54930078H4OZ5PWZZ326,54930078H4OZ5PWZZ326,KY,SELF,GLEIF-RR+API
54930078ZJ3XP4MRYB68,549300PTFC72J38UQF59,KY,ULTIMATE,GLEIF-RR+API
549300796AMMETN58424,549300796AMMETN58424,KY,SELF,GLEIF-RR+API
54930079SUKCXYW8DR07,54930079SUKCXYW8DR07,KY,SELF,GLEIF-RR+API
5493007ASGBOUR3XJY69,5493007ASGBOUR3XJY69,KY,SELF,GLEIF-RR+API
5493007AYUHLOG0AMH17,5493007AYUHLOG0AMH17,KY,SELF,GLEIF-RR+API
5493007B0X41FW1DM450,2549006I3Q3M98KHOT11,HK,ULTIMATE,GLEIF-RR+API
5493007BHBTZESVSIA24,5493007BHBTZESVSIA24,KY,SELF,GLEIF-RR+API
5493007BSG4LRQVLD578,5493007BSG4LRQVLD578,KY,SELF,GLEIF-RR+API
5493007CQHOBOANT5T08,5493007CQHOBOANT5T08,VG,SELF,GLEIF-RR+API
5493007CUC7FI0ONIF25,5493007CUC7FI0ONIF25,KY,SELF,GLEIF-RR+API
5493007DFAVKU7UOGR47,5493007DFAVKU7UOGR47,KY,SELF,GLEIF-RR+API
5493007DQ2IM8HOLV582,5493007DQ2IM8HOLV582,KY,SELF,GLEIF-RR+API
5493007FKGOW12L7JB20,5493007FKGOW12L7JB20,KY,SELF,GLEIF-RR+API
5493007G2MY8BU716V78,5493007G2MY8BU716V78,KY,SELF,GLEIF-RR+API
5493007GBX87QOZACS27,5493007GBX87QOZACS27,CA,SELF,GLEIF-RR+API
5493007GS6BRKH60GK51,5493007GS6BRKH60GK51,KY,SELF,GLEIF-RR+API
5493007GXSFXDXOXG741,5493007GXSFXDXOXG741,KY,SELF,GLEIF-RR+API
5493007H4NXUG3FWYG66,5493007H4NXUG3FWYG66,VG,SELF,GLEIF-RR+API
5493007HC5HKY6RXSQ87,5493007HC5HKY6RXSQ87,BM,SELF,GLEIF-RR+API
5493007OBX7ARC4FIV75,5493007OBX7ARC4FIV75,KY,SELF,GLEIF-RR+API
5493007OZE2103TZO049,5493007OZE2103TZO049,KY,SELF,GLEIF-RR+API
5493007PBV0WMI12LF68,5493007PBV0WMI12LF68,KY,SELF,GLEIF-RR+API
5493007R5RBJT1RFJC86,5493007R5RBJT1RFJC86,KY,SELF,GLEIF-RR+API
5493007R7GEORNX00105,5493007R7GEORNX00105,KY,SELF,GLEIF-RR+API
5493007RTV1I163M1B07,5493007RTV1I163M1B07,KY,SELF,GLEIF-RR+API
5493007RY5PFZOE8RF76,5493007RY5PFZOE8RF76,KY,SELF,GLEIF-RR+API
5493007TDTFGTUF8ZZ81,5493007TDTFGTUF8ZZ81,KY,SELF,GLEIF-RR+API
5493007UH0SOAZ6NCZ28,5493007UH0SOAZ6NCZ28,KY,SELF,GLEIF-RR+API
5493007VGL59COTLZY21,5493007VGL59COTLZY21,KY,SELF,GLEIF-RR+API
5493007VTSXP4Z6MIW52,5493007VTSXP4Z6MIW52,KY,SELF,GLEIF-RR+API
5493007W1SHV0JRZQ402,5493007W1SHV0JRZQ402,KY,SELF,GLEIF-RR+API
5493007WGG1LNIZXEI24,5493007WGG1LNIZXEI24,KY,SELF,GLEIF-RR+API
5493007WSRWZ0UF15X65,5493007WSRWZ0UF15X65,KY,SELF,GLEIF-RR+API
5493007X22HUUM7DN509,5493007X22HUUM7DN509,US,SELF,GLEIF-RR+API
5493007X3UVVYJ005O73,5493007X3UVVYJ005O73,KY,SELF,GLEIF-RR+API
5493007X62IE6E7UIO72,5493007X62IE6E7UIO72,KY,SELF,GLEIF-RR+API
5493007YBEOXQIHH3C54,5493007YBEOXQIHH3C54,KY,SELF,GLEIF-RR+API
5493007YZPNOMQEILE23,5493007YZPNOMQEILE23,KY,SELF,GLEIF-RR+API
5493007Z8Q1H45KT7W98,5493007Z8Q1H45KT7W98,SG,SELF,GLEIF-RR+API
54930080P6CVPPSROL50,254900QJ68UH8GKNGI69,PH,ULTIMATE,GLEIF-RR+API
54930081ZGXPKB4CYI89,54930081ZGXPKB4CYI89,KY,SELF,GLEIF-RR+API
54930083CVDN3QNOAZ30,54930083CVDN3QNOAZ30,KY,SELF,GLEIF-RR+API
54930083ELM2GCMVTQ91,54930083ELM2GCMVTQ91,KY,SELF,GLEIF-RR+API
54930083GODGBHODQ153,54930083GODGBHODQ153,KY,SELF,GLEIF-RR+API
549300845E8YWIPN4S43,549300845E8YWIPN4S43,KY,SELF,GLEIF-RR+API
54930085JMJSZBQ6N270,54930085JMJSZBQ6N270,KY,SELF,GLEIF-RR+API
54930085W413OSH6FR69,54930085W413OSH6FR69,KY,SELF,GLEIF-RR+API
54930088K41XQK16ML36,54930088K41XQK16ML36,US,SELF,GLEIF-RR+API
54930088PYF0FHKY5C94,54930088PYF0FHKY5C94,KY,SELF,GLEIF-RR+API
54930089HD7KU5NUS092,54930089HD7KU5NUS092,KY,SELF,GLEIF-RR+API
5493008ABAJEYBWITR69,5493008ABAJEYBWITR69,KY,SELF,GLEIF-RR+API
5493008C0EW2LHRN0275,5493008C0EW2LHRN0275,KY,SELF,GLEIF-RR+API
5493008C5LSWKG3UQ392,5493008C5LSWKG3UQ392,KY,SELF,GLEIF-RR+API
5493008C6G5M400G2K90,5493008C6G5M400G2K90,KY,SELF,GLEIF-RR+API
5493008CWVL0WASC0A08,5493008CWVL0WASC0A08,VG,SELF,GLEIF-RR+API
5493008D9KDCA2T7DN67,5493008D9KDCA2T7DN67,KY,SELF,GLEIF-RR+API
5493008E17UEFI73RC63,5493008E17UEFI73RC63,KY,SELF,GLEIF-RR+API
5493008FLJYWGCMZDN21,5493008FLJYWGCMZDN21,KY,SELF,GLEIF-RR+API
5493008H7PHKEPYBEP57,5493008H7PHKEPYBEP57,KY,SELF,GLEIF-RR+API
5493008IYL3HLPE46G85,5493008IYL3HLPE46G85,KY,SELF,GLEIF-RR+API
5493008JNE27URH1VF66,5493008JNE27URH1VF66,KY,SELF,GLEIF-RR+API
5493008KDA8NBZRJST80,5493008KDA8NBZRJST80,KY,SELF,GLEIF-RR+API
5493008KKJULULH1KN19,5493008KKJULULH1KN19,KY,SELF,GLEIF-RR+API
5493008L3RTWNTCEL364,5493008L3RTWNTCEL364,KY,SELF,GLEIF-RR+API
5493008L4GGS612L9S27,5493008L4GGS612L9S27,KY,SELF,GLEIF-RR+API
5493008LHKT4A5V5Z173,549300BKB46CGMNC2L04,US,ULTIMATE,GLEIF-RR+API
5493008LKHQG3J8X7O71,5493008LKHQG3J8X7O71,KY,SELF,GLEIF-RR+API
5493008LYJ0TDPRDL051,5493008LYJ0TDPRDL051,KY,SELF,GLEIF-RR+API
5493008M7D1YIDOH2C69,5493008M7D1YIDOH2C69,KY,SELF,GLEIF-RR+API
5493008MQ4ZOOODHYV41,5493008MQ4ZOOODHYV41,KY,SELF,GLEIF-RR+API
5493008NBEE3C4AF3K95,5493008NBEE3C4AF3K95,KY,SELF,GLEIF-RR+API
5493008O059R6VFBVX94,5493008O059R6VFBVX94,KY,SELF,GLEIF-RR+API
5493008P344HOGXDXU46,5493008P344HOGXDXU46,KY,SELF,GLEIF-RR+API
5493008PWA7TS1SR9447,5493008PWA7TS1SR9447,KY,SELF,GLEIF-RR+API
5493008RJIODIVVGSK16,5493008RJIODIVVGSK16,KY,SELF,GLEIF-RR+API
5493008RWEW71JB0LO29,5493008RWEW71JB0LO29,VG,SELF,GLEIF-RR+API
5493008SBRQGMZFP2M89,5493008SBRQGMZFP2M89,KY,SELF,GLEIF-RR+API
5493008UP9ZP8RMZTC21,5493008UP9ZP8RMZTC21,KY,SELF,GLEIF-RR+API
5493008V60M52L3PIS45,5493008V60M52L3PIS45,KY,SELF,GLEIF-RR+API
5493008VFWRM4UWVV341,5493008VFWRM4UWVV341,KY,SELF,GLEIF-RR+API
5493008X0MRR4A6VYF15,5493008X0MRR4A6VYF15,KY,SELF,GLEIF-RR+API
5493008YDOADR1DMZM86,5493008YDOADR1DMZM86,KY,SELF,GLEIF-RR+API
5493008YP5U5LTXAO749,IGJSJL3JD5P30I6NJZ34,US,ULTIMATE,GLEIF-RR+API
5493008Z07UPKZ2Y1538,5493008Z07UPKZ2Y1538,KY,SELF,GLEIF-RR+API
5493008ZSC34VKNPZN79,5493008ZSC34VKNPZN79,KY,SELF,GLEIF-RR+API
54930092IZYKIMITSS51,549300S9XRGO1ZPUHE62,HK,ULTIMATE,GLEIF-RR+API
54930092R8KXPUNCUI17,54930092R8KXPUNCUI17,HK,SELF,GLEIF-RR+API
54930098CLSTWMH4JW47,54930098CLSTWMH4JW47,KY,SELF,GLEIF-RR+API
5493009A4SIPWYPZDB35,5493009A4SIPWYPZDB35,KY,SELF,GLEIF-RR+API
5493009BD57D5LVN7Y80,5493009BD57D5LVN7Y80,KY,SELF,GLEIF-RR+API
5493009BTB3REE8RVW84,5493009BTB3REE8RVW84,KY,SELF,GLEIF-RR+API
5493009BVQNQT1UKQ352,5493009BVQNQT1UKQ352,KY,SELF,GLEIF-RR+API
5493009C40QUU66J8E83,5493009C40QUU66J8E83,KY,SELF,GLEIF-RR+API
5493009C48K5WG4EX118,5493009C48K5WG4EX118,KY,SELF,GLEIF-RR+API
5493009CITK5BZZY6417,5493009CITK5BZZY6417,KY,SELF,GLEIF-RR+API
5493009DH71HU1X5Q161,5493009DH71HU1X5Q161,VG,SELF,GLEIF-RR+API
5493009EGZQAPYYVLD80,5493009EGZQAPYYVLD80,KY,SELF,GLEIF-RR+API
5493009GV8WPFRFGZ296,5493009GV8WPFRFGZ296,KY,SELF,GLEIF-RR+API
5493009HFMPIX2ZNQ903,5493009HFMPIX2ZNQ903,KY,SELF,GLEIF-RR+API
5493009J845TPXPKFN71,5493009J845TPXPKFN71,KY,SELF,GLEIF-RR+API
5493009K6Z2DW3X76185,5493009K6Z2DW3X76185,KY,SELF,GLEIF-RR+API
5493009LWXSWX1V1ZE70,5493009LWXSWX1V1ZE70,KY,SELF,GLEIF-RR+API
5493009N324KP61RNR30,5493009N324KP61RNR30,BM,SELF,GLEIF-RR+API
5493009O8OIWZPZRY516,5493009O8OIWZPZRY516,IE,SELF,GLEIF-RR+API
5493009PVOUOQ1A0UG08,5493009PVOUOQ1A0UG08,KY,SELF,GLEIF-RR+API
5493009Q07FRBW4O2I15,529900GA4UH90FUOR048,HK,ULTIMATE,GLEIF-RR+API
5493009QSCWYWQYX0U96,5493009QSCWYWQYX0U96,KY,SELF,GLEIF-RR+API
5493009RIHSE12DQ0J28,5493009RIHSE12DQ0J28,BR,SELF,GLEIF-RR+API
5493009TSJJPS9PVNN68,5493009TSJJPS9PVNN68,KY,SELF,GLEIF-RR+API
5493009UJ1T6R11V4458,5493009UJ1T6R11V4458,KY,SELF,GLEIF-RR+API
5493009YDNBJVFWX7747,5493009YDNBJVFWX7747,KY,SELF,GLEIF-RR+API
5493009Z5F07LWZYMK62,MLU0ZO3ML4LN2LL2TL39,GB,ULTIMATE,GLEIF-RR+API
549300A07UNNRZ2DVQ26,549300A07UNNRZ2DVQ26,KY,SELF,GLEIF-RR+API
549300A5WKMO0YA6UL92,549300A5WKMO0YA6UL92,KY,SELF,GLEIF-RR+API
549300A6M3BR8FZNXO79,549300A6M3BR8FZNXO79,KY,SELF,GLEIF-RR+API
549300A7OP1JIVHGH118,549300A7OP1JIVHGH118,KY,SELF,GLEIF-RR+API
549300A81YHS5D5PYD04,549300A81YHS5D5PYD04,KY,SELF,GLEIF-RR+API
549300A8L0VCZ9626397,549300BKB46CGMNC2L04,US,ULTIMATE,GLEIF-RR+API
549300AC1Q176TZL0305,549300AC1Q176TZL0305,CO,SELF,GLEIF-RR+API
549300AC21G4NBK9D322,549300AC21G4NBK9D322,KY,SELF,GLEIF-RR+API
549300ACYDRN77DHCX17,549300ACYDRN77DHCX17,KY,SELF,GLEIF-RR+API
549300AEMLN0HO8ST474,549300AEMLN0HO8ST474,KY,SELF,GLEIF-RR+API
549300AFETK85OIID953,549300AFETK85OIID953,KY,SELF,GLEIF-RR+API
549300AGQI0XSPNAK945,549300AGQI0XSPNAK945,KY,SELF,GLEIF-RR+API
549300AH84CSK4XX3T86,549300AH84CSK4XX3T86,KY,SELF,GLEIF-RR+API
549300AJ1SU7CXVYS078,549300AJ1SU7CXVYS078,US,SELF,GLEIF-RR+API
549300AKRPO86KOMZ119,549300AKRPO86KOMZ119,US,SELF,GLEIF-RR+API
549300ALTGBNQDUY5038,549300ALTGBNQDUY5038,KY,SELF,GLEIF-RR+API
549300AM6U7J7ZZI1G88,549300AM6U7J7ZZI1G88,KY,SELF,GLEIF-RR+API
549300AMLFWC1VCUN251,549300AMLFWC1VCUN251,KY,SELF,GLEIF-RR+API
549300APSNIYJ4PTIL34,549300APSNIYJ4PTIL34,US,SELF,GLEIF-RR+API
549300ARO9JRDQL4OE07,549300ARO9JRDQL4OE07,KY,SELF,GLEIF-RR+API
549300AS2O1RYPD2ED41,549300AS2O1RYPD2ED41,KY,SELF,GLEIF-RR+API
549300AS5CSLWETN0P64,549300AS5CSLWETN0P64,CN,SELF,GLEIF-RR+API
549300ASFUWYQO0RW077,549300ASFUWYQO0RW077,US,SELF,GLEIF-RR+API
549300AT48HRIOSN5F59,549300AT48HRIOSN5F59,KY,SELF,GLEIF-RR+API
549300AVJUID3QNR9M59,549300AVJUID3QNR9M59,KY,SELF,GLEIF-RR+API
549300AX1UM10U30HK09,549300AX1UM10U30HK09,CN,SELF,GLEIF-RR+API
549300AYL7KYENHY1C67,549300AYL7KYENHY1C67,KY,SELF,GLEIF-RR+API
549300AZL7IWJJ04HD37,549300AZL7IWJJ04HD37,KY,SELF,GLEIF-RR+API
549300B0VI605XM3L529,549300B0VI605XM3L529,KY,SELF,GLEIF-RR+API
549300B3TVJI34WFO689,549300B3TVJI34WFO689,VG,SELF,GLEIF-RR+API
549300B3V0K3DX0M2K31,549300B3V0K3DX0M2K31,KY,SELF,GLEIF-RR+API
549300B52B3TLDJCHI64,549300B52B3TLDJCHI64,KY,SELF,GLEIF-RR+API
549300B54XJTQC6DWJ15,549300B54XJTQC6DWJ15,KY,SELF,GLEIF-RR+API
549300B8JY3U5ZFUOU07,549300B8JY3U5ZFUOU07,KY,SELF,GLEIF-RR+API
549300B8O4ENACYK5559,213800K6NZ98HSRVCM15,GB,ULTIMATE,GLEIF-RR+API
549300BA76VK784VMX48,549300BA76VK784VMX48,KY,SELF,GLEIF-RR+API
549300BA7TYPBSZZIA41,549300BA7TYPBSZZIA41,KY,SELF,GLEIF-RR+API
549300BBEZQ877IZGG13,549300BBEZQ877IZGG13,KY,SELF,GLEIF-RR+API
549300BC3E2Y44TL8536,549300BC3E2Y44TL8536,KY,SELF,GLEIF-RR+API
549300BCBQ714JNJ7V58,549300BCBQ714JNJ7V58,VG,SELF,GLEIF-RR+API
549300BCHSM41VYCXI96,549300BCHSM41VYCXI96,KY,SELF,GLEIF-RR+API
549300BD6SSD2EBMCC95,549300BD6SSD2EBMCC95,KY,SELF,GLEIF-RR+API
549300BDVLRWS2SODX97,549300BDVLRWS2SODX97,KY,SELF,GLEIF-RR+API
549300BE2068MP2P8N06,549300BE2068MP2P8N06,KY,SELF,GLEIF-RR+API
549300BF3YFW8EHN6F75,549300BF3YFW8EHN6F75,KY,SELF,GLEIF-RR+API
