issuer_lei,ultimate_parent_lei,parent_country_iso,relationship_type,source
3003001ZPRD4JA45LT71,300300CF9YT1P4TMHK16,CN,ULTIMATE,GLEIF-RR+API
30030021ZM71H1GIKX11,30030021ZM71H1GIKX11,KY,SELF,GLEIF-RR+API
30030025G1Q6BIC0QP42,30030025G1Q6BIC0QP42,KY,SELF,GLEIF-RR+API
30030025TG9MJDG9HO95,529900BLBC6YDNWS8530,KY,ULTIMATE,GLEIF-RR+API
30030025YNG3SJ10O291,3003002S0TCJUC3I1592,HK,DIRECT,GLEIF-RR+API
30030026PYF6SG97YS25,30030026PYF6SG97YS25,VG,SELF,GLEIF-RR+API
30030026WRIFBEGCB472,3003006RFGA54QYHYH82,CN,ULTIMATE,GLEIF-RR+API
30030027GU9V3OLVUK70,30030027GU9V3OLVUK70,KY,SELF,GLEIF-RR+API
300300294ZKDSAV43I87,300300294ZKDSAV43I87,VG,SELF,GLEIF-RR+API
30030029J1KKCBY19820,30030029J1KKCBY19820,CN,SELF,GLEIF-RR+API
30030029PAIA7JHF7N33,30030029PAIA7JHF7N33,KY,SELF,GLEIF-RR+API
3003002B8IFJYQS02Y36,3003002B8IFJYQS02Y36,HK,SELF,GLEIF-RR+API
3003002BYTNGNJTWSH07,3003002BYTNGNJTWSH07,CN,SELF,GLEIF-RR+API
3003002E74YFQ6MEZY56,300300ZNQ3ELS819YT55,CN,ULTIMATE,GLEIF-RR+API
3003002GET5X9UP2V860,3003002GET5X9UP2V860,BM,SELF,GLEIF-RR+API
3003002HS6H57JTIFW38,3003002HS6H57JTIFW38,CN,SELF,GLEIF-RR+API
3003002JNYOYPX54GE50,3003002JNYOYPX54GE50,CN,SELF,GLEIF-RR+API
3003002KGLIV5DRY9W11,3003002KGLIV5DRY9W11,HK,SELF,GLEIF-RR+API
3003002NJ625UNILOU94,3003002NJ625UNILOU94,HK,SELF,GLEIF-RR+API
3003002S0TCJUC3I1592,300300A8QZKM9Q8ELK43,CN,DIRECT,GLEIF-RR+API
300300302A8D700CP229,300300DDK158VYVJ7B73,CN,ULTIMATE,GLEIF-RR+API
30030033WV20E49PWI57,30030033WV20E49PWI57,VG,SELF,GLEIF-RR+API
30030035X92QA3KXDQ61,30030035X92QA3KXDQ61,VG,SELF,GLEIF-RR+API
30030036MTFSBIDCHI84,30030036MTFSBIDCHI84,CN,SELF,GLEIF-RR+API
30030037GI80SRAJAK10,30030037GI80SRAJAK10,KY,SELF,GLEIF-RR+API
3003003B0MWRRVGA4872,3003009HRE3IR4IS5A49,CN,ULTIMATE,GLEIF-RR+API
3003003EQA2BE4U94Y86,300300JP34Z5BCS24009,CN,ULTIMATE,GLEIF-RR+API
3003003GZ5RWJ898OA69,3003003GZ5RWJ898OA69,HK,SELF,GLEIF-RR+API
3003003J95CVXYR89C16,300300WM2NBTC0IFRU27,CN,ULTIMATE,GLEIF-RR+API
3003003MYAMH4UDT1B96,3003000FCSCXO9XSHJ35,CN,ULTIMATE,GLEIF-RR+API
3003003NMWF8NQEZDQ30,3003003NMWF8NQEZDQ30,VG,SELF,GLEIF-RR+API
3003003OFHF11IML2X42,3003003OFHF11IML2X42,KY,SELF,GLEIF-RR+API
3003003PC38D5FJAU003,3003003PC38D5FJAU003,HK,SELF,GLEIF-RR+API
3003003TRPHLHZD2IF61,3003003TRPHLHZD2IF61,CN,SELF,GLEIF-RR+API
3003003UPHPYKRFXNT08,3003003UPHPYKRFXNT08,VG,SELF,GLEIF-RR+API
3003003UVHQHWH2CHD39,300300QVIB46M2L4NU41,CN,ULTIMATE,GLEIF-RR+API
3003003WGUXVPX0I6P97,3003000M9CE5AW3G0O57,CN,ULTIMATE,GLEIF-RR+API
3003004D79NRTSL70K40,3003004D79NRTSL70K40,KY,SELF,GLEIF-RR+API
3003004DZA8V8EM94C74,300300KPEN9OVQE7OX98,CN,ULTIMATE,GLEIF-RR+API
3003004FBGVVG1CW5U45,3003004FBGVVG1CW5U45,CN,SELF,GLEIF-RR+API
3003004G29TVYZ6TBL79,300300O0T6XRYDCOFD08,CN,ULTIMATE,GLEIF-RR+API
3003004H1KDKMJ8JD874,3003004H1KDKMJ8JD874,HK,SELF,GLEIF-RR+API
3003004HVC7K0KXPES85,3003004HVC7K0KXPES85,CN,SELF,GLEIF-RR+API
3003004IXX9O20MOI481,300300V86P8E8K1K6150,CN,ULTIMATE,GLEIF-RR+API
3003004LKKZ33WMP2P47,3003004LKKZ33WMP2P47,VG,SELF,GLEIF-RR+API
3003004LZJ550ZJ4CD15,300300CQYHTUIV52F325,CN,ULTIMATE,GLEIF-RR+API
3003004NHLFB2C4KD964,3003004NHLFB2C4KD964,VG,SELF,GLEIF-RR+API
3003004QIVP0DFVVWM94,3003004QIVP0DFVVWM94,KY,SELF,GLEIF-RR+API
300300522KCU7YI25841,300300522KCU7YI25841,KY,SELF,GLEIF-RR+API
30030053J86AJARAGD28,3003000OW2E3NMDVC816,CN,ULTIMATE,GLEIF-RR+API
3003005A3QL2RIPT3933,3003005A3QL2RIPT3933,HK,SELF,GLEIF-RR+API
3003005APPE9ZPAMY566,3003005APPE9ZPAMY566,VG,SELF,GLEIF-RR+API
3003005FATJ63Y0MR949,3003002ULBI4T3DT7Z09,CN,ULTIMATE,GLEIF-RR+API
3003005FQADBCG83AX84,3003005FQADBCG83AX84,KY,SELF,GLEIF-RR+API
3003005J4J3G9CZFDK52,5299008W71Y7DHTU7753,KY,ULTIMATE,GLEIF-RR+API
3003005K31Z0CME40578,3003005K31Z0CME40578,VG,SELF,GLEIF-RR+API
3003005M4VITX5HI1X77,3003005M4VITX5HI1X77,VG,SELF,GLEIF-RR+API
3003005N7A6HYZ4Z0K39,3003005N7A6HYZ4Z0K39,CN,SELF,GLEIF-RR+API
3003005OKQY2HXXJXJ29,300300JP34Z5BCS24009,CN,ULTIMATE,GLEIF-RR+API
3003005SOPRBUDFEY106,300300DZYAONHF95D896,CN,ULTIMATE,GLEIF-RR+API
3003005VYMEBAJNJ2Y26,3003005VYMEBAJNJ2Y26,KY,SELF,GLEIF-RR+API
30030060IEIMX476KH87,30030060IEIMX476KH87,CN,SELF,GLEIF-RR+API
300300631H57L451WO11,300300631H57L451WO11,CN,SELF,GLEIF-RR+API
30030063O9ELWMPNQL95,30030063O9ELWMPNQL95,KY,SELF,GLEIF-RR+API
300300669R6K7U9JKE85,300300669R6K7U9JKE85,CN,SELF,GLEIF-RR+API
30030066PNKQVCCC5G24,30030066PNKQVCCC5G24,KY,SELF,GLEIF-RR+API
3003006BE6UOHWEOOR42,3003006BE6UOHWEOOR42,CN,SELF,GLEIF-RR+API
3003006CDEBNKXHOI130,3003006CDEBNKXHOI130,CN,SELF,GLEIF-RR+API
3003006EHCB4UYM62865,300300VAI0OCY3OKWO66,CN,ULTIMATE,GLEIF-RR+API
3003006FL4AR64A4TT83,300300NWCBF3811N5Y89,CN,ULTIMATE,GLEIF-RR+API
3003006FRNBUUTVKBB50,3003006FRNBUUTVKBB50,CN,SELF,GLEIF-RR+API
3003006QV8TSIR8P6740,300300JP34Z5BCS24009,CN,ULTIMATE,GLEIF-RR+API
3003006RGJTD5C05OU86,3003006RGJTD5C05OU86,KY,SELF,GLEIF-RR+API
3003006V8BHG5158QO96,300300SRCLQKVTFFOM15,CN,ULTIMATE,GLEIF-RR+API
3003006ZC30FH27GHL08,300300LUEZ33VXOST475,CN,ULTIMATE,GLEIF-RR+API
30030070YLLUZXAH6Z92,30030070YLLUZXAH6Z92,KY,SELF,GLEIF-RR+API
3003007688RHDZE0GX93,3003007688RHDZE0GX93,KY,SELF,GLEIF-RR+API
3003007DY4RTZM59GQ78,3003007DY4RTZM59GQ78,VG,SELF,GLEIF-RR+API
3003007E0Y3ZJ5HNA936,3003007E0Y3ZJ5HNA936,CN,SELF,GLEIF-RR+API
3003007ELD2HAYCXPT77,3003007OYHGJ5APXVC69,CN,ULTIMATE,GLEIF-RR+API
3003007J5TS7S6D4OG97,3003007J5TS7S6D4OG97,HK,SELF,GLEIF-RR+API
3003007JIKH4XTQVZT05,3003007JIKH4XTQVZT05,HK,SELF,GLEIF-RR+API
3003007KOE53GY4D8864,3003007KOE53GY4D8864,HK,SELF,GLEIF-RR+API
3003007KU2DRDX06PN04,3003007KU2DRDX06PN04,CN,SELF,GLEIF-RR+API
3003007MSHCO6ZTTSZ09,3003007MSHCO6ZTTSZ09,CN,SELF,GLEIF-RR+API
3003007TQ6PN3B90J733,3003007TQ6PN3B90J733,HK,SELF,GLEIF-RR+API
3003007X0QPXFVRDX034,3003007X0QPXFVRDX034,KY,SELF,GLEIF-RR+API
3003007YDGH5Y16N0B63,3003007YDGH5Y16N0B63,HK,SELF,GLEIF-RR+API
30030080CN4AQSINSE71,30030080CN4AQSINSE71,HK,SELF,GLEIF-RR+API
30030080TPLW88Y57N49,30030080TPLW88Y57N49,HK,SELF,GLEIF-RR+API
30030088QF1YDN4MLL89,30030088QF1YDN4MLL89,CN,SELF,GLEIF-RR+API
3003008JG9MKV1NT1Y13,3003008JG9MKV1NT1Y13,VG,SELF,GLEIF-RR+API
3003008KFQXO06OK8582,3003008KFQXO06OK8582,CN,SELF,GLEIF-RR+API
3003008OFTD3ORZ61396,300300O6SHT24976HO15,CN,ULTIMATE,GLEIF-RR+API
3003008OZB358QMM8W92,300300JP34Z5BCS24009,CN,ULTIMATE,GLEIF-RR+API
3003008QW3IHPD3NTU41,3003008QW3IHPD3NTU41,KY,SELF,GLEIF-RR+API
3003008W60YAHL9CQE51,3003008W60YAHL9CQE51,CN,SELF,GLEIF-RR+API
3003008X6GR2ZPYM2V54,3003008X6GR2ZPYM2V54,CN,SELF,GLEIF-RR+API
3003008XPPXMY0STYT17,3003008XPPXMY0STYT17,CN,SELF,GLEIF-RR+API
30030093DDRS825TVP62,30030093DDRS825TVP62,KY,SELF,GLEIF-RR+API
30030095F4B9XDN9QY57,30030095F4B9XDN9QY57,CN,SELF,GLEIF-RR+API
30030099HATQH2XC0B72,30030015BWVIQWOFSM07,CN,ULTIMATE,GLEIF-RR+API
3003009ABT0UCWO79Q77,3003009ABT0UCWO79Q77,CN,SELF,GLEIF-RR+API
3003009BSFNKPIUOVV96,300300B7VX0EE6GNFX25,CN,ULTIMATE,GLEIF-RR+API
3003009ENKP2ZD98FR67,3003004U5GJMWSZMS292,CN,ULTIMATE,GLEIF-RR+API
3003009FUTGWDC8CUK89,529900TWUN2ALJKWRR11,BM,ULTIMATE,GLEIF-RR+API
3003009IMRZ363PQCP28,3003009IMRZ363PQCP28,CN,SELF,GLEIF-RR+API
3003009Q4IBFSDE24571,3003009Q4IBFSDE24571,KY,SELF,GLEIF-RR+API
3003009Q8GV4VNKZWI24,3003009Q8GV4VNKZWI24,KY,SELF,GLEIF-RR+API
3003009S12D3O8EKHR65,300300N05NS9PS78W709,CN,ULTIMATE,GLEIF-RR+API
3003009WVV37E9PUUW24,3003009WVV37E9PUUW24,KY,SELF,GLEIF-RR+API
3003009XI0QGYYA29S17,3003009XI0QGYYA29S17,CN,SELF,GLEIF-RR+API
3003009YJV28EHH12813,300300SND6UHYH3FTT93,CN,ULTIMATE,GLEIF-RR+API
3003009YZ3S5V395NR77,300300KVDMGNQNP52Z98,CN,ULTIMATE,GLEIF-RR+API
3003009ZQDYGEQ6JXB25,30030036R4MYD8C7OU44,CN,ULTIMATE,GLEIF-RR+API
3003009ZR7DEOK6U2J71,3003009ZR7DEOK6U2J71,VG,SELF,GLEIF-RR+API
300300AE99AX3XUFCY09,300300AE99AX3XUFCY09,CN,SELF,GLEIF-RR+API
300300BEL4RMXBKEA373,300300BEL4RMXBKEA373,CN,SELF,GLEIF-RR+API
300300C1020111000029,300300C1020111000029,CN,SELF,GLEIF-RR+API
300300C1030211000384,300300C1030211000384,CN,SELF,GLEIF-RR+API
300300C1031633000208,300300C1031633000208,CN,SELF,GLEIF-RR+API
300300C1040311005298,300300C1040311005298,CN,SELF,GLEIF-RR+API
300300C1087436000034,300300C1087436000034,CN,SELF,GLEIF-RR+API
300300C1126750000027,300300C1126750000027,CN,SELF,GLEIF-RR+API
300300C32XWT5CNXD297,300300AXYUDVB5KCBS11,CN,ULTIMATE,GLEIF-RR+API
300300C5004435000064,300300C5004435000064,CN,SELF,GLEIF-RR+API
300300CF1TC4X94X7E53,300300CF1TC4X94X7E53,CN,SELF,GLEIF-RR+API
300300CHN201808MOF68,300300CHN201808MOF68,CN,SELF,GLEIF-RR+API
300300CP4N8WDF6DOO67,300300CP4N8WDF6DOO67,CN,SELF,GLEIF-RR+API
300300CW5XG771ZXV614,3003008SF9P907AA6295,VG,ULTIMATE,GLEIF-RR+API
300300D2000111000062,300300D2000111000062,CN,SELF,GLEIF-RR+API
300300D8WPVL1SP9AS22,300300L4HYWN147DWF22,CN,ULTIMATE,GLEIF-RR+API
300300DGLSW6NRGNMZ70,300300DGLSW6NRGNMZ70,HK,SELF,GLEIF-RR+API
300300DMUYLW3FP1OT73,300300DMUYLW3FP1OT73,CN,SELF,GLEIF-RR+API
300300DN77K908SMNI33,300300DN77K908SMNI33,KY,SELF,GLEIF-RR+API
300300E1003931000068,300300E1003931000068,CN,SELF,GLEIF-RR+API
300300E1005131000066,300300E1005131000066,CN,SELF,GLEIF-RR+API
300300E1005431000017,300300E1005431000017,CN,SELF,GLEIF-RR+API
300300E1006744000068,2549006I3Q3M98KHOT11,HK,ULTIMATE,GLEIF-RR+API
300300E3V4YD4DPV6383,300300E3V4YD4DPV6383,CN,SELF,GLEIF-RR+API
300300EML582HGX8DB82,300300EML582HGX8DB82,VG,SELF,GLEIF-RR+API
300300EXH1867ZN99X83,300300EXH1867ZN99X83,CN,SELF,GLEIF-RR+API
300300F1000311000017,300300F1000311000017,CN,SELF,GLEIF-RR+API
300300F2001111000095,300300F2001111000095,CN,SELF,GLEIF-RR+API
300300F3000111000079,300300F3000111000079,CN,SELF,GLEIF-RR+API
300300FCDZBE6UP9ED24,300300FCDZBE6UP9ED24,KY,SELF,GLEIF-RR+API
300300FPZCH0LT8BJ154,300300FOXJE4J0KTMK25,CN,ULTIMATE,GLEIF-RR+API
300300GGOHRAO50ADY40,8368001MQ8UU79AF8L69,CN,DIRECT,GLEIF-RR+API
300300H5N2QPO1NZL057,300300DAQ7G1LS22G609,CN,ULTIMATE,GLEIF-RR+API
300300HPVQ4VPUI5AB79,300300HPVQ4VPUI5AB79,KY,SELF,GLEIF-RR+API
300300HSY4IIZWSPSY09,300300HSY4IIZWSPSY09,CN,SELF,GLEIF-RR+API
300300I0GB4QPIGPS572,300300I0GB4QPIGPS572,CN,SELF,GLEIF-RR+API
300300IP9S6FHQPKRN68,300300IP9S6FHQPKRN68,CN,SELF,GLEIF-RR+API
300300IZ1J0MQ8YVEG66,300300IZ1J0MQ8YVEG66,CN,SELF,GLEIF-RR+API
300300J0M2CT3JT54R34,300300J0M2CT3JT54R34,KY,SELF,GLEIF-RR+API
300300JH4DK1T69ZY203,300300JH4DK1T69ZY203,CN,SELF,GLEIF-RR+API
300300JLMTEWBKJNL662,300300JP34Z5BCS24009,CN,ULTIMATE,GLEIF-RR+API
300300JVKW56SSAEQZ33,300300JVKW56SSAEQZ33,CN,SELF,GLEIF-RR+API
300300JXVIQ5GRSI8Y88,300300EOJ4THZBBDP142,CN,ULTIMATE,GLEIF-RR+API
300300JYXHGVS5SNGG54,300300JYXHGVS5SNGG54,CN,SELF,GLEIF-RR+API
300300KC2K8BC07OSV77,300300KC2K8BC07OSV77,CN,SELF,GLEIF-RR+API
300300KDIZ11PV2GH547,300300KDIZ11PV2GH547,CN,SELF,GLEIF-RR+API
300300L36FLCKN0WXW06,300300L36FLCKN0WXW06,CN,SELF,GLEIF-RR+API
300300LBYCJWUTE07R10,300300LBYCJWUTE07R10,CN,SELF,GLEIF-RR+API
300300LGCJ91O86HIU38,3003009WN9MWDJEO6O86,CN,ULTIMATE,GLEIF-RR+API
300300LQFLNDZZHCNN43,300300LQFLNDZZHCNN43,KY,SELF,GLEIF-RR+API
300300M9HCX4TFAD4I10,300300M9HCX4TFAD4I10,CN,SELF,GLEIF-RR+API
300300MN0B6IF027O317,300300MN0B6IF027O317,CN,SELF,GLEIF-RR+API
300300MUXXZAZ7TI6B91,300300MUXXZAZ7TI6B91,CN,SELF,GLEIF-RR+API
300300N5XRCGHA7P7B13,300300N5XRCGHA7P7B13,KY,SELF,GLEIF-RR+API
300300NWBDG7DZXKXJ26,300300NWBDG7DZXKXJ26,CN,SELF,GLEIF-RR+API
300300NZYKG7XVA6VO51,300300NZYKG7XVA6VO51,VG,SELF,GLEIF-RR+API
300300OJ7D0Q1ESE8L15,300300OJ7D0Q1ESE8L15,CN,SELF,GLEIF-RR+API
300300OMA1WZPQADIR61,300300GD93LBL53F7A68,CN,ULTIMATE,GLEIF-RR+API
300300P08GGT4SKR9G93,300300P08GGT4SKR9G93,CN,SELF,GLEIF-RR+API
300300PYAQHLZLU5N973,300300PYAQHLZLU5N973,CN,SELF,GLEIF-RR+API
300300Q7JK7J0KAIEA51,300300Q7JK7J0KAIEA51,CN,SELF,GLEIF-RR+API
300300R2QRRSUO439N33,300300R2QRRSUO439N33,VG,SELF,GLEIF-RR+API
300300RAVFV59C1JUV95,3003004OYIM5JMXL3787,HK,DIRECT,GLEIF-RR+API
300300SD5S95ZOS05G37,300300SD5S95ZOS05G37,CN,SELF,GLEIF-RR+API
300300SJ7RDC9W2L2G68,300300SJ7RDC9W2L2G68,VG,SELF,GLEIF-RR+API
300300SNUPY0GS36BS20,300300SNUPY0GS36BS20,HK,SELF,GLEIF-RR+API
300300SOQFP20G3VNH55,300300SOQFP20G3VNH55,CN,SELF,GLEIF-RR+API
300300T6BNNP0L7O7H91,300300T6BNNP0L7O7H91,CN,SELF,GLEIF-RR+API
300300TEIEREPQEMN627,300300TEIEREPQEMN627,HK,SELF,GLEIF-RR+API
300300TWTZYZK4ZONP37,300300TWTZYZK4ZONP37,CN,SELF,GLEIF-RR+API
300300TYUG49W3BJAI83,300300TYUG49W3BJAI83,CN,SELF,GLEIF-RR+API
300300U00GHK9KTKBY31,300300U00GHK9KTKBY31,CN,SELF,GLEIF-RR+API
300300U3RZSMBDO8DS89,300300U3RZSMBDO8DS89,CN,SELF,GLEIF-RR+API
300300U8YDUDIKKTJ871,300300U8YDUDIKKTJ871,VG,SELF,GLEIF-RR+API
300300V2LM8I1L2JUP40,300300V2LM8I1L2JUP40,CN,SELF,GLEIF-RR+API
300300VE46IBS1WO9M65,300300VE46IBS1WO9M65,KY,SELF,GLEIF-RR+API
300300VJBVYQ6XJUKY15,300300VJBVYQ6XJUKY15,KY,SELF,GLEIF-RR+API
300300W4TXW2YBK89J87,300300W4TXW2YBK89J87,VG,SELF,GLEIF-RR+API
300300WBVGZIXEF27W64,300300WBVGZIXEF27W64,KY,SELF,GLEIF-RR+API
300300WJ3Y9W361V6456,30030049GTNKAIPE1P95,CN,ULTIMATE,GLEIF-RR+API
300300WYTWTU5B84MS89,300300WYTWTU5B84MS89,CN,SELF,GLEIF-RR+API
300300Y6LHOS618ULI27,3003009M1GRD07UMUZ33,CN,ULTIMATE,GLEIF-RR+API
300300YAIMBC2W5ZTP51,300300YAIMBC2W5ZTP51,CN,SELF,GLEIF-RR+API
300300YS8XX94W7OT806,300300RARZP0YU1KOO35,CN,ULTIMATE,GLEIF-RR+API
300300YSHTUKQFZYWD77,300300YSHTUKQFZYWD77,VG,SELF,GLEIF-RR+API
335800NCIJN9W1JIID15,335800NCIJN9W1JIID15,IN,SELF,GLEIF-RR+API
335800OFZ8YEIVN1QI11,335800OFZ8YEIVN1QI11,IN,SELF,GLEIF-RR+API
353800BDH75N9VLV9Z07,529900YMZMNSHC1W6V41,JP,ULTIMATE,GLEIF-RR+API
353800UY1YM6OQ180X49,353800UY1YM6OQ180X49,HK,SELF,GLEIF-RR+API
353800X4VR3BHEUCJB42,353800X4VR3BHEUCJB42,JP,SELF,GLEIF-RR+API
37W8ZT1QC22KN77UBW11,37W8ZT1QC22KN77UBW11,IE,SELF,GLEIF-RR+API
3912000K0W3TWP1KMO81,3912000K0W3TWP1KMO81,KY,SELF,GLEIF-RR+API
3912002JK68FWHXUMG23,3912002JK68FWHXUMG23,KY,SELF,GLEIF-RR+API
3912003A96YDRT8EGP15,3912003A96YDRT8EGP15,KY,SELF,GLEIF-RR+API
3912004FNLYTWOWSZU31,3912004FNLYTWOWSZU31,KY,SELF,GLEIF-RR+API
391200GQ88V33AWI7H75,391200GQ88V33AWI7H75,KY,SELF,GLEIF-RR+API
391200HRLL06SMV8N585,549300PTFC72J38UQF59,KY,ULTIMATE,GLEIF-RR+API
391200J1K1EF617W8568,391200J1K1EF617W8568,KY,SELF,GLEIF-RR+API
391200JQT9N8N6OA4N81,391200JQT9N8N6OA4N81,KY,SELF,GLEIF-RR+API
391200MGV8DDCHTN2R77,391200MGV8DDCHTN2R77,KY,SELF,GLEIF-RR+API
391200N17PXPGZCLIN19,391200N17PXPGZCLIN19,DE,SELF,GLEIF-RR+API
391200VY4YW47I4HGH62,391200VY4YW47I4HGH62,KY,SELF,GLEIF-RR+API
391200W7QGMU3U2OCV81,391200W7QGMU3U2OCV81,KY,SELF,GLEIF-RR+API
391200WG98O5N39H7C57,391200WG98O5N39H7C57,KY,SELF,GLEIF-RR+API
391200XRMVMR7GI9DR39,391200XRMVMR7GI9DR39,KY,SELF,GLEIF-RR+API
391200YCSWTRD1J21867,391200YCSWTRD1J21867,KY,SELF,GLEIF-RR+API
396PBGKP6TE3O062MS44,396PBGKP6TE3O062MS44,IE,SELF,GLEIF-RR+API
3C7474T6CDKPR9K6YT90,3C7474T6CDKPR9K6YT90,US,SELF,GLEIF-RR+API
3OIHUMDMI0Z4XVPQ8V78,3OIHUMDMI0Z4XVPQ8V78,BM,SELF,GLEIF-RR+API
4469000001BL6VG3DH44,4469000001BL6VG3DH44,MX,SELF,GLEIF-RR+API
4PQUHN3JPFGFNF3BB653,IGJSJL3JD5P30I6NJZ34,US,ULTIMATE,GLEIF-RR+API
4ZHCHI4KYZG2WVRT8631,ACMHD8HWFMFUIQQ8Y590,AU,ULTIMATE,GLEIF-RR+API
51M0QTTNCGUN7KFCFZ59,51M0QTTNCGUN7KFCFZ59,US,SELF,GLEIF-RR+API
52990001VWJO1YB9S047,52990001VWJO1YB9S047,CN,SELF,GLEIF-RR+API
52990005BW6K71UPKX41,52990005BW6K71UPKX41,BM,SELF,GLEIF-RR+API
5299000DIPPWBGCBTO48,5299000DIPPWBGCBTO48,KY,SELF,GLEIF-RR+API
5299000Y9D001SNNTJ48,5299000Y9D001SNNTJ48,KY,SELF,GLEIF-RR+API
5299001258RHH99P1A15,5299001258RHH99P1A15,HK,SELF,GLEIF-RR+API
52990012DNYKB0O3K789,52990012DNYKB0O3K789,KY,SELF,GLEIF-RR+API
52990018U7GMFBGXAU27,549300AX1UM10U30HK09,CN,ULTIMATE,GLEIF-RR+API
5299001BMEW8X9VIJA73,5299001BMEW8X9VIJA73,KY,SELF,GLEIF-RR+API
5299001HL0TU7X15HK51,5299001HL0TU7X15HK51,KY,SELF,GLEIF-RR+API
5299001HPFTEVOPKOQ55,5299001HPFTEVOPKOQ55,CN,SELF,GLEIF-RR+API
5299001IP2M662CQH796,5299001IP2M662CQH796,KY,SELF,GLEIF-RR+API
5299001L12PHYVQ92465,213800K6NZ98HSRVCM15,GB,ULTIMATE,GLEIF-RR+API
5299001O3LAFGRPZ3Y63,5299001O3LAFGRPZ3Y63,HK,SELF,GLEIF-RR+API
5299001OEMI45O3O6H29,5299001OEMI45O3O6H29,KY,SELF,GLEIF-RR+API
5299001QWQN7CK66FE04,5299001QWQN7CK66FE04,CN,SELF,GLEIF-RR+API
5299001RDHF8VP5IW690,5299001RDHF8VP5IW690,KY,SELF,GLEIF-RR+API
5299001URD35ZVRLZI41,5299001URD35ZVRLZI41,KY,SELF,GLEIF-RR+API
5299001VVE1YDGPXXR74,5299001VVE1YDGPXXR74,KY,SELF,GLEIF-RR+API
529900207FCOKWBDRE79,529900207FCOKWBDRE79,CN,SELF,GLEIF-RR+API
529900266P1TX5IIS107,529900266P1TX5IIS107,HK,SELF,GLEIF-RR+API
529900291XG0CTK4LF95,529900291XG0CTK4LF95,KY,SELF,GLEIF-RR+API
5299002BAUESC884D854,5299002BAUESC884D854,HK,SELF,GLEIF-RR+API
5299002BJODD4TLAOX51,5299002BJODD4TLAOX51,VG,SELF,GLEIF-RR+API
5299002GO2K7P7BI1D72,5299002GO2K7P7BI1D72,CN,SELF,GLEIF-RR+API
5299002ICXRUDJG20N51,5299002ICXRUDJG20N51,BM,SELF,GLEIF-RR+API
5299002PZDL54CMG5I32,5299002PZDL54CMG5I32,CN,SELF,GLEIF-RR+API
5299002Q4JRP5LUE6V15,5299002Q4JRP5LUE6V15,BM,SELF,GLEIF-RR+API
5299002Z28NLP3WPFH36,5299002Z28NLP3WPFH36,VG,SELF,GLEIF-RR+API
5299002ZKA6IF2OAN791,5299002ZKA6IF2OAN791,KY,SELF,GLEIF-RR+API
5299003CDPQ0UW1SQC26,5299003CDPQ0UW1SQC26,KY,SELF,GLEIF-RR+API
5299003EYHISIDNLZQ19,5299003EYHISIDNLZQ19,CN,SELF,GLEIF-RR+API
5299003M2P4CIK0RF205,5299003M2P4CIK0RF205,US,SELF,GLEIF-RR+API
5299003MF6ZDA7K38F96,5299003MF6ZDA7K38F96,BM,SELF,GLEIF-RR+API
5299003ONUYCE70HZ185,5299003ONUYCE70HZ185,CN,SELF,GLEIF-RR+API
5299003TQHBB4QUSZB86,5299003TQHBB4QUSZB86,KY,SELF,GLEIF-RR+API
5299003TVA3JVDKJGF39,5299003TVA3JVDKJGF39,CN,SELF,GLEIF-RR+API
52990045P3PXKHZWLL90,52990045P3PXKHZWLL90,KY,SELF,GLEIF-RR+API
5299004AF4DSJDB0PA32,5299004AF4DSJDB0PA32,KY,SELF,GLEIF-RR+API
5299004B24AHX4THUB34,5299004B24AHX4THUB34,BM,SELF,GLEIF-RR+API
5299004M92ACMGS3QI84,5299004M92ACMGS3QI84,KY,SELF,GLEIF-RR+API
5299004NH1FCN24LE071,5299004NH1FCN24LE071,KY,SELF,GLEIF-RR+API
5299004Q5INQ39MLMZ08,5299004Q5INQ39MLMZ08,KY,SELF,GLEIF-RR+API
5299004RY3LN54RFB102,5299004RY3LN54RFB102,KY,SELF,GLEIF-RR+API
5299004VTNFRA1JE0Q48,5299004VTNFRA1JE0Q48,HK,SELF,GLEIF-RR+API
5299004ZGJ44MCTNUB95,5299004ZGJ44MCTNUB95,HK,SELF,GLEIF-RR+API
5299005557VL7ULJ7A69,5299005557VL7ULJ7A69,CN,SELF,GLEIF-RR+API
529900577QR5Y8NNXR91,529900577QR5Y8NNXR91,US,SELF,GLEIF-RR+API
5299005HZCEKX4O1J230,5299005HZCEKX4O1J230,KY,SELF,GLEIF-RR+API
5299005KY9BJO3ZE6A37,5299005KY9BJO3ZE6A37,CN,SELF,GLEIF-RR+API
5299005PX9C9U3YQV657,5299005PX9C9U3YQV657,KY,SELF,GLEIF-RR+API
5299005RBVBZQJTYFC89,5299005RBVBZQJTYFC89,KY,SELF,GLEIF-RR+API
5299005U11RQ1C27MR12,5299005U11RQ1C27MR12,BM,SELF,GLEIF-RR+API
5299005U1RZLKVFWR249,5299005U1RZLKVFWR249,CN,SELF,GLEIF-RR+API
5299005V6H42CRB17Z16,5299005V6H42CRB17Z16,CN,SELF,GLEIF-RR+API
5299005WPCSQN14NBM26,5299005WPCSQN14NBM26,BM,SELF,GLEIF-RR+API
5299005WQUU15JQU8S60,5299005WQUU15JQU8S60,CN,SELF,GLEIF-RR+API
5299005YLKSGQRHYMI33,5299005YLKSGQRHYMI33,HK,SELF,GLEIF-RR+API
